x,y,width,height,color,rotation_angle,outline,linewidth,image_width,image_height,background_color,plot_function,file_name
0.55,0.45,0.67,0.56,black,60.0,interpolate,2,200,200,white,draw_ellipse,41.png
0.5,0.55,0.9,0.33,black,70.0,interpolate,3,200,200,white,draw_ellipse,42.png
0.47,0.47,0.79,0.1,black,110.0,interpolate,2,200,200,white,draw_ellipse,43.png
0.46,0.49,0.44,0.21,black,50.0,interpolate,1,200,200,white,draw_ellipse,44.png
0.48,0.54,0.33,0.44,black,110.0,interpolate,1,200,200,white,draw_ellipse,45.png
0.49,0.52,0.67,0.21,black,40.0,interpolate,1,200,200,white,draw_ellipse,46.png
0.45,0.45,0.67,0.56,black,0.0,interpolate,2,200,200,white,draw_ellipse,47.png
0.54,0.47,0.44,0.9,black,100.0,interpolate,3,200,200,white,draw_ellipse,48.png
0.54,0.53,0.9,0.44,black,130.0,interpolate,1,200,200,white,draw_ellipse,49.png
0.46,0.51,0.79,0.33,black,110.0,interpolate,3,200,200,white,draw_ellipse,50.png
0.53,0.5,0.21,0.67,black,140.0,interpolate,3,200,200,white,draw_ellipse,51.png
0.52,0.54,0.33,0.79,black,20.0,interpolate,1,200,200,white,draw_ellipse,52.png
0.45,0.52,0.67,0.79,black,40.0,interpolate,2,200,200,white,draw_ellipse,53.png
0.52,0.47,0.67,0.44,black,140.0,interpolate,2,200,200,white,draw_ellipse,54.png
0.47,0.49,0.56,0.56,black,0.0,interpolate,2,200,200,white,draw_ellipse,55.png
0.46,0.49,0.67,0.21,black,90.0,interpolate,3,200,200,white,draw_ellipse,56.png
0.52,0.49,0.33,0.33,black,80.0,interpolate,1,200,200,white,draw_ellipse,57.png
0.49,0.51,0.1,0.33,black,20.0,interpolate,3,200,200,white,draw_ellipse,58.png
0.52,0.55,0.44,0.56,black,160.0,interpolate,3,200,200,white,draw_ellipse,59.png
0.54,0.46,0.44,0.33,black,140.0,interpolate,3,200,200,white,draw_ellipse,60.png
0.48,0.46,0.9,0.33,black,50.0,interpolate,3,200,200,white,draw_ellipse,61.png
0.48,0.5,0.79,0.21,black,160.0,interpolate,2,200,200,white,draw_ellipse,62.png
0.54,0.48,0.79,0.44,black,150.0,interpolate,3,200,200,white,draw_ellipse,63.png
0.51,0.51,0.79,0.67,black,60.0,interpolate,3,200,200,white,draw_ellipse,64.png
0.49,0.54,0.56,0.1,black,150.0,interpolate,3,200,200,white,draw_ellipse,65.png
0.46,0.55,0.44,0.21,black,140.0,interpolate,1,200,200,white,draw_ellipse,66.png
0.46,0.49,0.67,0.33,black,140.0,interpolate,1,200,200,white,draw_ellipse,67.png
0.48,0.54,0.33,0.1,black,70.0,interpolate,2,200,200,white,draw_ellipse,68.png
0.47,0.49,0.79,0.1,black,100.0,interpolate,1,200,200,white,draw_ellipse,69.png
0.55,0.49,0.67,0.9,black,50.0,interpolate,2,200,200,white,draw_ellipse,70.png
0.5,0.5,0.56,0.44,black,70.0,interpolate,1,200,200,white,draw_ellipse,71.png
0.51,0.49,0.33,0.79,black,170.0,interpolate,2,200,200,white,draw_ellipse,72.png
0.55,0.51,0.9,0.33,black,130.0,interpolate,2,200,200,white,draw_ellipse,73.png
0.51,0.46,0.21,0.21,black,100.0,interpolate,3,200,200,white,draw_ellipse,74.png
0.5,0.49,0.9,0.67,black,70.0,interpolate,3,200,200,white,draw_ellipse,75.png
0.48,0.5,0.33,0.9,black,30.0,interpolate,1,200,200,white,draw_ellipse,76.png
0.45,0.53,0.9,0.33,black,90.0,interpolate,3,200,200,white,draw_ellipse,77.png
0.45,0.55,0.56,0.44,black,40.0,interpolate,3,200,200,white,draw_ellipse,78.png
0.54,0.52,0.1,0.9,black,50.0,interpolate,1,200,200,white,draw_ellipse,79.png
0.5,0.54,0.21,0.79,black,70.0,interpolate,3,200,200,white,draw_ellipse,80.png
0.5,0.47,0.1,0.56,black,160.0,interpolate,1,200,200,white,draw_ellipse,81.png
0.49,0.48,0.1,0.67,black,150.0,interpolate,3,200,200,white,draw_ellipse,82.png
0.45,0.47,0.44,0.67,black,20.0,interpolate,2,200,200,white,draw_ellipse,83.png
0.47,0.54,0.67,0.44,black,110.0,interpolate,2,200,200,white,draw_ellipse,84.png
0.51,0.53,0.33,0.1,black,70.0,interpolate,3,200,200,white,draw_ellipse,85.png
0.47,0.54,0.9,0.33,black,100.0,interpolate,1,200,200,white,draw_ellipse,86.png
0.45,0.5,0.33,0.21,black,110.0,interpolate,2,200,200,white,draw_ellipse,87.png
0.5,0.54,0.33,0.9,black,140.0,interpolate,3,200,200,white,draw_ellipse,88.png
0.47,0.5,0.79,0.56,black,80.0,interpolate,3,200,200,white,draw_ellipse,89.png
0.53,0.54,0.21,0.9,black,50.0,interpolate,2,200,200,white,draw_ellipse,90.png
0.49,0.49,0.33,0.21,black,130.0,interpolate,2,200,200,white,draw_ellipse,91.png
0.48,0.46,0.56,0.9,black,20.0,interpolate,3,200,200,white,draw_ellipse,92.png
0.49,0.47,0.56,0.67,black,50.0,interpolate,2,200,200,white,draw_ellipse,93.png
0.46,0.5,0.21,0.56,black,10.0,interpolate,3,200,200,white,draw_ellipse,94.png
0.55,0.54,0.44,0.33,black,70.0,interpolate,1,200,200,white,draw_ellipse,95.png
0.55,0.54,0.44,0.21,black,20.0,interpolate,2,200,200,white,draw_ellipse,96.png
0.46,0.55,0.67,0.9,black,20.0,interpolate,3,200,200,white,draw_ellipse,97.png
0.54,0.47,0.33,0.79,black,150.0,interpolate,2,200,200,white,draw_ellipse,98.png
0.49,0.5,0.56,0.56,black,110.0,interpolate,1,200,200,white,draw_ellipse,99.png
0.49,0.49,0.44,0.1,black,80.0,interpolate,2,200,200,white,draw_ellipse,100.png
0.53,0.5,0.9,0.56,black,90.0,interpolate,1,200,200,white,draw_ellipse,101.png
0.47,0.51,0.1,0.79,black,170.0,interpolate,3,200,200,white,draw_ellipse,102.png
0.54,0.49,0.33,0.9,black,80.0,interpolate,2,200,200,white,draw_ellipse,103.png
0.49,0.55,0.1,0.79,black,0.0,interpolate,3,200,200,white,draw_ellipse,104.png
0.55,0.48,0.44,0.33,black,130.0,interpolate,3,200,200,white,draw_ellipse,105.png
0.49,0.51,0.9,0.21,black,70.0,interpolate,2,200,200,white,draw_ellipse,106.png
0.51,0.52,0.44,0.44,black,100.0,interpolate,1,200,200,white,draw_ellipse,107.png
0.55,0.46,0.44,0.44,black,120.0,interpolate,3,200,200,white,draw_ellipse,108.png
0.53,0.46,0.1,0.21,black,110.0,interpolate,3,200,200,white,draw_ellipse,109.png
0.45,0.53,0.67,0.1,black,80.0,interpolate,1,200,200,white,draw_ellipse,110.png
0.55,0.54,0.56,0.67,black,120.0,interpolate,1,200,200,white,draw_ellipse,111.png
0.53,0.48,0.1,0.67,black,50.0,interpolate,2,200,200,white,draw_ellipse,112.png
0.48,0.48,0.21,0.44,black,90.0,interpolate,3,200,200,white,draw_ellipse,113.png
0.52,0.55,0.67,0.9,black,170.0,interpolate,2,200,200,white,draw_ellipse,114.png
0.53,0.5,0.44,0.33,black,10.0,interpolate,2,200,200,white,draw_ellipse,115.png
0.53,0.47,0.44,0.67,black,10.0,interpolate,3,200,200,white,draw_ellipse,116.png
0.52,0.46,0.56,0.9,black,70.0,interpolate,3,200,200,white,draw_ellipse,117.png
0.47,0.48,0.44,0.33,black,20.0,interpolate,2,200,200,white,draw_ellipse,118.png
0.54,0.5,0.44,0.9,black,90.0,interpolate,3,200,200,white,draw_ellipse,119.png
0.46,0.47,0.56,0.21,black,70.0,interpolate,2,200,200,white,draw_ellipse,120.png
0.52,0.53,0.9,0.67,black,150.0,interpolate,3,200,200,white,draw_ellipse,121.png
0.5,0.54,0.1,0.67,black,150.0,interpolate,1,200,200,white,draw_ellipse,122.png
0.47,0.48,0.79,0.67,black,50.0,interpolate,2,200,200,white,draw_ellipse,123.png
0.47,0.53,0.33,0.9,black,60.0,interpolate,2,200,200,white,draw_ellipse,124.png
0.54,0.54,0.1,0.1,black,140.0,interpolate,1,200,200,white,draw_ellipse,125.png
0.48,0.48,0.33,0.21,black,60.0,interpolate,3,200,200,white,draw_ellipse,126.png
0.53,0.47,0.67,0.33,black,70.0,interpolate,3,200,200,white,draw_ellipse,127.png
0.45,0.55,0.1,0.79,black,130.0,interpolate,2,200,200,white,draw_ellipse,128.png
0.55,0.55,0.33,0.79,black,160.0,interpolate,3,200,200,white,draw_ellipse,129.png
0.48,0.55,0.67,0.1,black,170.0,interpolate,3,200,200,white,draw_ellipse,130.png
0.54,0.54,0.33,0.44,black,30.0,interpolate,3,200,200,white,draw_ellipse,131.png
0.54,0.55,0.79,0.21,black,110.0,interpolate,1,200,200,white,draw_ellipse,132.png
0.45,0.53,0.67,0.21,black,120.0,interpolate,1,200,200,white,draw_ellipse,133.png
0.49,0.47,0.33,0.33,black,90.0,interpolate,1,200,200,white,draw_ellipse,134.png
0.55,0.54,0.67,0.67,black,30.0,interpolate,3,200,200,white,draw_ellipse,135.png
0.5,0.5,0.21,0.56,black,170.0,interpolate,2,200,200,white,draw_ellipse,136.png
0.52,0.51,0.1,0.33,black,50.0,interpolate,2,200,200,white,draw_ellipse,137.png
0.53,0.49,0.79,0.67,black,20.0,interpolate,3,200,200,white,draw_ellipse,138.png
0.49,0.54,0.67,0.44,black,110.0,interpolate,1,200,200,white,draw_ellipse,139.png
0.55,0.53,0.79,0.1,black,130.0,interpolate,2,200,200,white,draw_ellipse,140.png
0.52,0.55,0.67,0.1,black,170.0,interpolate,1,200,200,white,draw_ellipse,141.png
0.51,0.54,0.79,0.1,black,140.0,interpolate,3,200,200,white,draw_ellipse,142.png
0.54,0.5,0.21,0.44,black,70.0,interpolate,2,200,200,white,draw_ellipse,143.png
0.51,0.49,0.33,0.9,black,90.0,interpolate,2,200,200,white,draw_ellipse,144.png
0.53,0.54,0.33,0.33,black,30.0,interpolate,3,200,200,white,draw_ellipse,145.png
0.49,0.55,0.33,0.44,black,110.0,interpolate,2,200,200,white,draw_ellipse,146.png
0.53,0.52,0.56,0.33,black,150.0,interpolate,2,200,200,white,draw_ellipse,147.png
0.48,0.46,0.56,0.44,black,20.0,interpolate,2,200,200,white,draw_ellipse,148.png
0.53,0.55,0.9,0.79,black,170.0,interpolate,2,200,200,white,draw_ellipse,149.png
0.45,0.52,0.9,0.79,black,110.0,interpolate,3,200,200,white,draw_ellipse,150.png
0.52,0.49,0.67,0.21,black,20.0,interpolate,1,200,200,white,draw_ellipse,151.png
0.53,0.53,0.33,0.1,black,170.0,interpolate,1,200,200,white,draw_ellipse,152.png
0.54,0.45,0.67,0.33,black,30.0,interpolate,1,200,200,white,draw_ellipse,153.png
0.52,0.54,0.67,0.56,black,110.0,interpolate,2,200,200,white,draw_ellipse,154.png
0.53,0.55,0.33,0.79,black,80.0,interpolate,1,200,200,white,draw_ellipse,155.png
0.45,0.5,0.1,0.21,black,110.0,interpolate,2,200,200,white,draw_ellipse,156.png
0.53,0.51,0.1,0.79,black,150.0,interpolate,2,200,200,white,draw_ellipse,157.png
0.55,0.54,0.21,0.56,black,80.0,interpolate,3,200,200,white,draw_ellipse,158.png
0.53,0.47,0.33,0.44,black,50.0,interpolate,2,200,200,white,draw_ellipse,159.png
0.47,0.49,0.33,0.67,black,130.0,interpolate,2,200,200,white,draw_ellipse,160.png
0.55,0.48,0.21,0.56,black,150.0,interpolate,3,200,200,white,draw_ellipse,161.png
0.47,0.45,0.67,0.21,black,130.0,interpolate,3,200,200,white,draw_ellipse,162.png
0.52,0.55,0.21,0.9,black,70.0,interpolate,2,200,200,white,draw_ellipse,163.png
0.49,0.47,0.1,0.67,black,150.0,interpolate,3,200,200,white,draw_ellipse,164.png
0.45,0.54,0.44,0.1,black,160.0,interpolate,2,200,200,white,draw_ellipse,165.png
0.51,0.47,0.21,0.21,black,110.0,interpolate,3,200,200,white,draw_ellipse,166.png
0.48,0.53,0.44,0.9,black,20.0,interpolate,1,200,200,white,draw_ellipse,167.png
0.54,0.45,0.9,0.33,black,140.0,interpolate,3,200,200,white,draw_ellipse,168.png
0.54,0.5,0.21,0.33,black,70.0,interpolate,2,200,200,white,draw_ellipse,169.png
0.53,0.51,0.44,0.67,black,110.0,interpolate,2,200,200,white,draw_ellipse,170.png
0.54,0.47,0.67,0.9,black,90.0,interpolate,1,200,200,white,draw_ellipse,171.png
0.55,0.47,0.44,0.56,black,100.0,interpolate,3,200,200,white,draw_ellipse,172.png
0.48,0.48,0.9,0.9,black,10.0,interpolate,2,200,200,white,draw_ellipse,173.png
0.53,0.55,0.1,0.44,black,0.0,interpolate,1,200,200,white,draw_ellipse,174.png
0.49,0.52,0.33,0.1,black,80.0,interpolate,3,200,200,white,draw_ellipse,175.png
0.52,0.49,0.44,0.21,black,130.0,interpolate,2,200,200,white,draw_ellipse,176.png
0.45,0.47,0.1,0.67,black,110.0,interpolate,3,200,200,white,draw_ellipse,177.png
0.48,0.53,0.21,0.1,black,150.0,interpolate,1,200,200,white,draw_ellipse,178.png
0.52,0.47,0.21,0.21,black,60.0,interpolate,1,200,200,white,draw_ellipse,179.png
0.45,0.51,0.21,0.79,black,60.0,interpolate,2,200,200,white,draw_ellipse,180.png
0.53,0.45,0.67,0.67,black,140.0,interpolate,1,200,200,white,draw_ellipse,181.png
0.48,0.51,0.33,0.21,black,0.0,interpolate,2,200,200,white,draw_ellipse,182.png
0.48,0.49,0.33,0.33,black,100.0,interpolate,2,200,200,white,draw_ellipse,183.png
0.48,0.49,0.67,0.21,black,0.0,interpolate,2,200,200,white,draw_ellipse,184.png
0.45,0.52,0.9,0.56,black,150.0,interpolate,1,200,200,white,draw_ellipse,185.png
0.52,0.46,0.9,0.9,black,10.0,interpolate,2,200,200,white,draw_ellipse,186.png
0.48,0.54,0.56,0.56,black,100.0,interpolate,2,200,200,white,draw_ellipse,187.png
0.45,0.52,0.9,0.9,black,150.0,interpolate,2,200,200,white,draw_ellipse,188.png
0.53,0.51,0.1,0.33,black,0.0,interpolate,2,200,200,white,draw_ellipse,189.png
0.52,0.54,0.33,0.67,black,80.0,interpolate,2,200,200,white,draw_ellipse,190.png
0.52,0.5,0.21,0.44,black,160.0,interpolate,1,200,200,white,draw_ellipse,191.png
0.48,0.51,0.44,0.79,black,50.0,interpolate,2,200,200,white,draw_ellipse,192.png
0.53,0.55,0.44,0.79,black,10.0,interpolate,2,200,200,white,draw_ellipse,193.png
0.47,0.45,0.67,0.67,black,0.0,interpolate,1,200,200,white,draw_ellipse,194.png
0.51,0.48,0.21,0.44,black,40.0,interpolate,1,200,200,white,draw_ellipse,195.png
0.45,0.48,0.67,0.21,black,70.0,interpolate,2,200,200,white,draw_ellipse,196.png
0.5,0.49,0.79,0.9,black,70.0,interpolate,2,200,200,white,draw_ellipse,197.png
0.55,0.46,0.1,0.9,black,140.0,interpolate,3,200,200,white,draw_ellipse,198.png
0.5,0.46,0.67,0.21,black,150.0,interpolate,1,200,200,white,draw_ellipse,199.png
0.49,0.5,0.21,0.33,black,100.0,interpolate,3,200,200,white,draw_ellipse,200.png
0.54,0.45,0.9,0.44,black,120.0,interpolate,3,200,200,white,draw_ellipse,201.png
0.5,0.51,0.1,0.44,black,50.0,interpolate,1,200,200,white,draw_ellipse,202.png
0.48,0.52,0.44,0.21,black,100.0,interpolate,3,200,200,white,draw_ellipse,203.png
0.53,0.46,0.67,0.33,black,90.0,interpolate,1,200,200,white,draw_ellipse,204.png
0.53,0.5,0.9,0.67,black,80.0,interpolate,2,200,200,white,draw_ellipse,205.png
0.45,0.52,0.1,0.56,black,120.0,interpolate,1,200,200,white,draw_ellipse,206.png
0.55,0.45,0.1,0.79,black,140.0,interpolate,3,200,200,white,draw_ellipse,207.png
0.51,0.49,0.56,0.33,black,140.0,interpolate,1,200,200,white,draw_ellipse,208.png
0.47,0.48,0.33,0.56,black,160.0,interpolate,3,200,200,white,draw_ellipse,209.png
0.5,0.51,0.79,0.44,black,130.0,interpolate,3,200,200,white,draw_ellipse,210.png
0.49,0.51,0.33,0.44,black,160.0,interpolate,2,200,200,white,draw_ellipse,211.png
0.47,0.55,0.1,0.56,black,130.0,interpolate,1,200,200,white,draw_ellipse,212.png
0.5,0.55,0.1,0.1,black,20.0,interpolate,2,200,200,white,draw_ellipse,213.png
0.52,0.48,0.44,0.1,black,80.0,interpolate,2,200,200,white,draw_ellipse,214.png
0.55,0.45,0.21,0.21,black,50.0,interpolate,2,200,200,white,draw_ellipse,215.png
0.49,0.47,0.44,0.9,black,160.0,interpolate,2,200,200,white,draw_ellipse,216.png
0.45,0.47,0.56,0.1,black,10.0,interpolate,2,200,200,white,draw_ellipse,217.png
0.49,0.48,0.56,0.44,black,20.0,interpolate,3,200,200,white,draw_ellipse,218.png
0.54,0.5,0.44,0.21,black,170.0,interpolate,2,200,200,white,draw_ellipse,219.png
0.46,0.53,0.1,0.33,black,140.0,interpolate,3,200,200,white,draw_ellipse,220.png
0.49,0.45,0.33,0.21,black,150.0,interpolate,1,200,200,white,draw_ellipse,221.png
0.46,0.55,0.1,0.67,black,30.0,interpolate,1,200,200,white,draw_ellipse,222.png
0.46,0.47,0.21,0.21,black,10.0,interpolate,3,200,200,white,draw_ellipse,223.png
0.54,0.49,0.44,0.33,black,100.0,interpolate,3,200,200,white,draw_ellipse,224.png
0.5,0.54,0.79,0.9,black,90.0,interpolate,3,200,200,white,draw_ellipse,225.png
0.45,0.54,0.56,0.79,black,130.0,interpolate,3,200,200,white,draw_ellipse,226.png
0.51,0.48,0.1,0.9,black,140.0,interpolate,3,200,200,white,draw_ellipse,227.png
0.54,0.5,0.67,0.79,black,10.0,interpolate,2,200,200,white,draw_ellipse,228.png
0.54,0.54,0.1,0.44,black,100.0,interpolate,1,200,200,white,draw_ellipse,229.png
0.46,0.48,0.67,0.67,black,130.0,interpolate,3,200,200,white,draw_ellipse,230.png
0.46,0.5,0.67,0.56,black,100.0,interpolate,1,200,200,white,draw_ellipse,231.png
0.49,0.52,0.56,0.44,black,10.0,interpolate,1,200,200,white,draw_ellipse,232.png
0.51,0.49,0.56,0.9,black,70.0,interpolate,1,200,200,white,draw_ellipse,233.png
0.48,0.45,0.21,0.56,black,120.0,interpolate,3,200,200,white,draw_ellipse,234.png
0.47,0.48,0.9,0.56,black,70.0,interpolate,3,200,200,white,draw_ellipse,235.png
0.52,0.51,0.9,0.33,black,70.0,interpolate,2,200,200,white,draw_ellipse,236.png
0.48,0.45,0.56,0.56,black,150.0,interpolate,2,200,200,white,draw_ellipse,237.png
0.46,0.55,0.33,0.44,black,140.0,interpolate,2,200,200,white,draw_ellipse,238.png
0.47,0.5,0.56,0.21,black,0.0,interpolate,1,200,200,white,draw_ellipse,239.png
0.5,0.48,0.79,0.21,black,140.0,interpolate,2,200,200,white,draw_ellipse,240.png
0.54,0.46,0.56,0.21,black,70.0,interpolate,2,200,200,white,draw_ellipse,241.png
0.47,0.53,0.21,0.44,black,150.0,interpolate,2,200,200,white,draw_ellipse,242.png
0.53,0.55,0.21,0.33,black,10.0,interpolate,1,200,200,white,draw_ellipse,243.png
0.55,0.47,0.9,0.67,black,110.0,interpolate,3,200,200,white,draw_ellipse,244.png
0.45,0.5,0.67,0.67,black,130.0,interpolate,2,200,200,white,draw_ellipse,245.png
0.55,0.52,0.56,0.33,black,120.0,interpolate,2,200,200,white,draw_ellipse,246.png
0.47,0.55,0.9,0.56,black,20.0,interpolate,3,200,200,white,draw_ellipse,247.png
0.46,0.51,0.79,0.67,black,0.0,interpolate,2,200,200,white,draw_ellipse,248.png
0.49,0.47,0.56,0.21,black,10.0,interpolate,1,200,200,white,draw_ellipse,249.png
0.46,0.5,0.67,0.21,black,10.0,interpolate,1,200,200,white,draw_ellipse,250.png
0.52,0.45,0.56,0.9,black,110.0,interpolate,1,200,200,white,draw_ellipse,251.png
0.46,0.53,0.44,0.21,black,130.0,interpolate,3,200,200,white,draw_ellipse,252.png
0.49,0.46,0.9,0.44,black,70.0,interpolate,3,200,200,white,draw_ellipse,253.png
0.55,0.49,0.9,0.79,black,90.0,interpolate,1,200,200,white,draw_ellipse,254.png
0.51,0.52,0.44,0.67,black,130.0,interpolate,1,200,200,white,draw_ellipse,255.png
0.46,0.52,0.1,0.79,black,90.0,interpolate,2,200,200,white,draw_ellipse,256.png
0.55,0.51,0.67,0.67,black,40.0,interpolate,2,200,200,white,draw_ellipse,257.png
0.5,0.51,0.33,0.44,black,10.0,interpolate,3,200,200,white,draw_ellipse,258.png
0.54,0.45,0.9,0.9,black,150.0,interpolate,2,200,200,white,draw_ellipse,259.png
0.53,0.54,0.33,0.67,black,140.0,interpolate,1,200,200,white,draw_ellipse,260.png
0.47,0.53,0.56,0.44,black,160.0,interpolate,1,200,200,white,draw_ellipse,261.png
0.49,0.48,0.33,0.79,black,80.0,interpolate,1,200,200,white,draw_ellipse,262.png
0.5,0.49,0.9,0.79,black,130.0,interpolate,3,200,200,white,draw_ellipse,263.png
0.45,0.45,0.21,0.44,black,40.0,interpolate,1,200,200,white,draw_ellipse,264.png
0.47,0.47,0.44,0.1,black,140.0,interpolate,3,200,200,white,draw_ellipse,265.png
0.53,0.47,0.33,0.44,black,100.0,interpolate,1,200,200,white,draw_ellipse,266.png
0.53,0.53,0.79,0.67,black,40.0,interpolate,2,200,200,white,draw_ellipse,267.png
0.5,0.53,0.21,0.44,black,20.0,interpolate,3,200,200,white,draw_ellipse,268.png
0.54,0.49,0.21,0.1,black,80.0,interpolate,1,200,200,white,draw_ellipse,269.png
0.48,0.54,0.33,0.79,black,70.0,interpolate,3,200,200,white,draw_ellipse,270.png
0.45,0.46,0.21,0.79,black,140.0,interpolate,1,200,200,white,draw_ellipse,271.png
0.47,0.52,0.9,0.56,black,10.0,interpolate,3,200,200,white,draw_ellipse,272.png
0.48,0.5,0.56,0.56,black,170.0,interpolate,1,200,200,white,draw_ellipse,273.png
0.53,0.47,0.1,0.1,black,20.0,interpolate,1,200,200,white,draw_ellipse,274.png
0.49,0.46,0.1,0.9,black,110.0,interpolate,3,200,200,white,draw_ellipse,275.png
0.46,0.55,0.9,0.21,black,170.0,interpolate,2,200,200,white,draw_ellipse,276.png
0.47,0.54,0.67,0.1,black,100.0,interpolate,3,200,200,white,draw_ellipse,277.png
0.5,0.48,0.9,0.79,black,0.0,interpolate,3,200,200,white,draw_ellipse,278.png
0.47,0.46,0.1,0.56,black,20.0,interpolate,2,200,200,white,draw_ellipse,279.png
0.49,0.54,0.1,0.67,black,120.0,interpolate,2,200,200,white,draw_ellipse,280.png
0.48,0.46,0.9,0.21,black,40.0,interpolate,3,200,200,white,draw_ellipse,281.png
0.55,0.45,0.44,0.56,black,20.0,interpolate,1,200,200,white,draw_ellipse,282.png
0.47,0.51,0.33,0.21,black,60.0,interpolate,1,200,200,white,draw_ellipse,283.png
0.5,0.52,0.1,0.44,black,10.0,interpolate,1,200,200,white,draw_ellipse,284.png
0.45,0.49,0.33,0.56,black,60.0,interpolate,1,200,200,white,draw_ellipse,285.png
0.54,0.49,0.1,0.33,black,130.0,interpolate,1,200,200,white,draw_ellipse,286.png
0.46,0.48,0.21,0.1,black,120.0,interpolate,3,200,200,white,draw_ellipse,287.png
0.5,0.5,0.33,0.44,black,50.0,interpolate,3,200,200,white,draw_ellipse,288.png
0.49,0.47,0.33,0.44,black,100.0,interpolate,1,200,200,white,draw_ellipse,289.png
0.52,0.52,0.33,0.56,black,50.0,interpolate,2,200,200,white,draw_ellipse,290.png
0.55,0.51,0.21,0.67,black,80.0,interpolate,3,200,200,white,draw_ellipse,291.png
0.51,0.55,0.9,0.67,black,30.0,interpolate,3,200,200,white,draw_ellipse,292.png
0.45,0.51,0.44,0.79,black,30.0,interpolate,2,200,200,white,draw_ellipse,293.png
0.46,0.51,0.56,0.9,black,80.0,interpolate,3,200,200,white,draw_ellipse,294.png
