x,y,outer_radius,inner_radius,num_peaks,color,rotation_angle,outline,linewidth,image_width,image_height,background_color,plot_function,file_name
0.48,0.51,0.37,0.1,3,floralwhite,60.0,interpolate,3,200,200,tomato,draw_star,85.png
0.51,0.47,0.39,0.2,4,dodgerblue,270.0,interpolate,2,200,200,darkorchid,draw_star,86.png
0.48,0.5,0.45,0.14,3,bisque,240.0,interpolate,3,200,200,chocolate,draw_star,87.png
0.51,0.54,0.35,0.14,3,lightgrey,240.0,interpolate,2,200,200,lightslategray,draw_star,88.png
0.45,0.49,0.41,0.22,6,crimson,210.0,interpolate,2,200,200,darkgreen,draw_star,89.png
0.47,0.48,0.45,0.19,6,lightyellow,150.0,interpolate,1,200,200,lightsteelblue,draw_star,90.png
0.45,0.49,0.37,0.1,6,darkorange,180.0,interpolate,1,200,200,red,draw_star,91.png
0.48,0.52,0.41,0.19,6,olivedrab,30.0,interpolate,3,200,200,darkslategrey,draw_star,92.png
0.52,0.55,0.41,0.19,5,tan,0.0,interpolate,3,200,200,khaki,draw_star,93.png
0.53,0.45,0.43,0.12,3,lightgreen,120.0,interpolate,3,200,200,slategrey,draw_star,94.png
0.52,0.52,0.41,0.1,3,darkblue,240.0,interpolate,2,200,200,lawngreen,draw_star,95.png
0.49,0.51,0.35,0.13,6,navajowhite,60.0,interpolate,2,200,200,ghostwhite,draw_star,96.png
0.48,0.45,0.41,0.25,6,dodgerblue,120.0,interpolate,1,200,200,slategray,draw_star,97.png
0.49,0.52,0.43,0.13,5,fuchsia,210.0,interpolate,2,200,200,red,draw_star,98.png
0.47,0.45,0.43,0.19,6,ivory,90.0,interpolate,3,200,200,slategray,draw_star,99.png
0.45,0.52,0.39,0.14,4,beige,330.0,interpolate,2,200,200,navy,draw_star,100.png
0.51,0.53,0.35,0.1,5,lemonchiffon,330.0,interpolate,2,200,200,ivory,draw_star,101.png
0.49,0.55,0.41,0.16,6,whitesmoke,240.0,interpolate,2,200,200,oldlace,draw_star,102.png
0.49,0.49,0.35,0.13,6,darkgrey,330.0,interpolate,1,200,200,royalblue,draw_star,103.png
0.53,0.45,0.45,0.12,4,cyan,270.0,interpolate,3,200,200,mediumturquoise,draw_star,104.png
0.46,0.52,0.37,0.2,4,slateblue,240.0,interpolate,1,200,200,darkslateblue,draw_star,105.png
0.48,0.47,0.45,0.18,4,peru,30.0,interpolate,1,200,200,dimgrey,draw_star,106.png
0.5,0.49,0.45,0.11,3,dodgerblue,300.0,interpolate,1,200,200,indigo,draw_star,107.png
0.49,0.47,0.39,0.16,7,lightgoldenrodyellow,30.0,interpolate,2,200,200,peru,draw_star,108.png
0.51,0.5,0.43,0.25,5,lightsteelblue,30.0,interpolate,3,200,200,lime,draw_star,109.png
0.54,0.53,0.37,0.2,4,steelblue,120.0,interpolate,2,200,200,lightyellow,draw_star,110.png
0.54,0.51,0.39,0.14,4,turquoise,180.0,interpolate,2,200,200,royalblue,draw_star,111.png
0.49,0.52,0.35,0.19,6,aliceblue,240.0,interpolate,2,200,200,coral,draw_star,112.png
0.53,0.45,0.37,0.14,4,cadetblue,240.0,interpolate,3,200,200,mediumspringgreen,draw_star,113.png
0.53,0.49,0.37,0.16,4,teal,30.0,interpolate,1,200,200,gainsboro,draw_star,114.png
0.54,0.52,0.37,0.13,3,green,270.0,interpolate,3,200,200,lime,draw_star,115.png
0.51,0.55,0.35,0.2,4,maroon,240.0,interpolate,1,200,200,saddlebrown,draw_star,116.png
0.48,0.48,0.41,0.12,3,mediumpurple,0.0,interpolate,2,200,200,darkslategray,draw_star,117.png
0.54,0.52,0.39,0.25,7,darkgoldenrod,0.0,interpolate,2,200,200,tomato,draw_star,118.png
0.45,0.5,0.39,0.14,4,darkorange,120.0,interpolate,2,200,200,brown,draw_star,119.png
0.47,0.54,0.41,0.15,3,peru,0.0,interpolate,1,200,200,limegreen,draw_star,120.png
0.51,0.53,0.45,0.12,3,mistyrose,270.0,interpolate,1,200,200,lightsteelblue,draw_star,121.png
0.46,0.54,0.37,0.22,5,turquoise,90.0,interpolate,1,200,200,darkseagreen,draw_star,122.png
0.54,0.55,0.37,0.1,3,grey,150.0,interpolate,1,200,200,limegreen,draw_star,123.png
0.51,0.53,0.37,0.14,3,burlywood,270.0,interpolate,3,200,200,lightcyan,draw_star,124.png
0.46,0.53,0.39,0.18,4,powderblue,60.0,interpolate,1,200,200,lemonchiffon,draw_star,125.png
0.52,0.45,0.37,0.19,7,darkseagreen,270.0,interpolate,2,200,200,orangered,draw_star,126.png
0.49,0.51,0.43,0.1,4,deepskyblue,90.0,interpolate,3,200,200,aliceblue,draw_star,127.png
0.5,0.47,0.39,0.1,3,red,330.0,interpolate,1,200,200,greenyellow,draw_star,128.png
0.54,0.53,0.39,0.1,7,powderblue,330.0,interpolate,3,200,200,plum,draw_star,129.png
0.51,0.48,0.35,0.12,3,lightgreen,330.0,interpolate,3,200,200,cyan,draw_star,130.png
0.52,0.55,0.35,0.15,3,deepskyblue,0.0,interpolate,3,200,200,sienna,draw_star,131.png
0.46,0.53,0.45,0.22,5,orange,150.0,interpolate,2,200,200,darkorange,draw_star,132.png
0.52,0.51,0.41,0.25,7,grey,60.0,interpolate,2,200,200,navajowhite,draw_star,133.png
0.55,0.53,0.43,0.12,4,floralwhite,90.0,interpolate,1,200,200,darkgreen,draw_star,134.png
0.47,0.53,0.45,0.13,5,grey,90.0,interpolate,2,200,200,lemonchiffon,draw_star,135.png
0.45,0.47,0.35,0.22,6,red,300.0,interpolate,2,200,200,khaki,draw_star,136.png
0.52,0.49,0.39,0.1,5,seashell,180.0,interpolate,1,200,200,burlywood,draw_star,137.png
0.52,0.54,0.37,0.25,6,indigo,30.0,interpolate,1,200,200,olive,draw_star,138.png
0.51,0.54,0.41,0.1,6,salmon,150.0,interpolate,3,200,200,lightgray,draw_star,139.png
0.46,0.51,0.37,0.13,7,lightgrey,0.0,interpolate,1,200,200,navy,draw_star,140.png
0.45,0.55,0.39,0.13,6,coral,0.0,interpolate,2,200,200,lightslategrey,draw_star,141.png
0.52,0.48,0.43,0.13,7,rebeccapurple,240.0,interpolate,3,200,200,lime,draw_star,142.png
0.48,0.5,0.37,0.25,7,darkorange,300.0,interpolate,2,200,200,lightskyblue,draw_star,143.png
0.54,0.52,0.35,0.22,5,lawngreen,0.0,interpolate,1,200,200,dodgerblue,draw_star,144.png
0.47,0.46,0.37,0.2,4,dimgrey,300.0,interpolate,2,200,200,slategrey,draw_star,145.png
0.54,0.54,0.35,0.25,6,tan,30.0,interpolate,2,200,200,burlywood,draw_star,146.png
0.48,0.55,0.45,0.25,7,floralwhite,60.0,interpolate,3,200,200,silver,draw_star,147.png
0.53,0.45,0.45,0.25,5,darkgoldenrod,270.0,interpolate,1,200,200,seashell,draw_star,148.png
0.49,0.49,0.37,0.18,4,darkslategray,120.0,interpolate,2,200,200,lightgrey,draw_star,149.png
0.51,0.45,0.39,0.19,5,honeydew,300.0,interpolate,2,200,200,peru,draw_star,150.png
0.48,0.45,0.43,0.1,6,darkgreen,180.0,interpolate,1,200,200,moccasin,draw_star,151.png
0.53,0.5,0.45,0.25,5,peachpuff,150.0,interpolate,3,200,200,mediumorchid,draw_star,152.png
0.49,0.47,0.39,0.18,4,mistyrose,30.0,interpolate,1,200,200,dimgrey,draw_star,153.png
0.54,0.53,0.37,0.1,4,mediumaquamarine,180.0,interpolate,2,200,200,forestgreen,draw_star,154.png
0.54,0.54,0.35,0.16,5,darkslateblue,150.0,interpolate,2,200,200,gold,draw_star,155.png
0.48,0.45,0.39,0.22,7,saddlebrown,120.0,interpolate,1,200,200,dodgerblue,draw_star,156.png
0.47,0.49,0.43,0.19,7,azure,120.0,interpolate,3,200,200,violet,draw_star,157.png
0.45,0.54,0.43,0.19,6,darksalmon,60.0,interpolate,1,200,200,ghostwhite,draw_star,158.png
0.52,0.52,0.45,0.13,5,chocolate,90.0,interpolate,1,200,200,honeydew,draw_star,159.png
0.48,0.5,0.41,0.25,7,slategrey,330.0,interpolate,2,200,200,khaki,draw_star,160.png
0.55,0.48,0.43,0.19,6,palevioletred,120.0,interpolate,1,200,200,red,draw_star,161.png
0.45,0.55,0.41,0.11,3,papayawhip,240.0,interpolate,3,200,200,lightgoldenrodyellow,draw_star,162.png
0.48,0.46,0.39,0.12,3,crimson,240.0,interpolate,2,200,200,lightyellow,draw_star,163.png
0.53,0.48,0.43,0.12,4,rebeccapurple,270.0,interpolate,1,200,200,darkslategrey,draw_star,164.png
0.47,0.55,0.45,0.16,7,steelblue,180.0,interpolate,3,200,200,deepskyblue,draw_star,165.png
0.51,0.48,0.41,0.12,3,burlywood,120.0,interpolate,3,200,200,cadetblue,draw_star,166.png
0.46,0.53,0.35,0.22,6,lawngreen,300.0,interpolate,1,200,200,darkred,draw_star,167.png
0.49,0.49,0.41,0.13,7,lightcyan,240.0,interpolate,3,200,200,darkviolet,draw_star,168.png
0.49,0.52,0.45,0.16,4,darksalmon,150.0,interpolate,2,200,200,seagreen,draw_star,169.png
0.5,0.54,0.35,0.13,7,darksalmon,270.0,interpolate,2,200,200,lightpink,draw_star,170.png
0.54,0.51,0.37,0.25,5,salmon,60.0,interpolate,2,200,200,coral,draw_star,171.png
0.47,0.45,0.39,0.14,4,darkgrey,300.0,interpolate,2,200,200,lightcoral,draw_star,172.png
0.54,0.49,0.35,0.12,3,mistyrose,0.0,interpolate,1,200,200,cornflowerblue,draw_star,173.png
0.46,0.45,0.43,0.13,7,seagreen,300.0,interpolate,3,200,200,limegreen,draw_star,174.png
0.48,0.55,0.45,0.1,7,darkgrey,270.0,interpolate,1,200,200,lawngreen,draw_star,175.png
0.55,0.45,0.35,0.25,7,mistyrose,120.0,interpolate,1,200,200,seashell,draw_star,176.png
0.51,0.53,0.45,0.14,3,dodgerblue,210.0,interpolate,2,200,200,darkturquoise,draw_star,177.png
0.48,0.49,0.39,0.1,3,blueviolet,270.0,interpolate,3,200,200,sandybrown,draw_star,178.png
0.46,0.46,0.41,0.13,5,lightslategray,60.0,interpolate,1,200,200,darkslategray,draw_star,179.png
0.55,0.47,0.37,0.11,3,darkmagenta,330.0,interpolate,3,200,200,whitesmoke,draw_star,180.png
0.5,0.45,0.45,0.19,6,rebeccapurple,300.0,interpolate,1,200,200,mediumspringgreen,draw_star,181.png
0.55,0.46,0.35,0.1,6,khaki,330.0,interpolate,3,200,200,bisque,draw_star,182.png
0.49,0.52,0.39,0.22,7,orangered,300.0,interpolate,3,200,200,rebeccapurple,draw_star,183.png
0.53,0.46,0.45,0.22,7,honeydew,150.0,interpolate,3,200,200,deeppink,draw_star,184.png
0.48,0.5,0.39,0.14,4,mediumseagreen,0.0,interpolate,3,200,200,gray,draw_star,185.png
0.55,0.5,0.43,0.22,6,darkolivegreen,30.0,interpolate,1,200,200,darkblue,draw_star,186.png
0.5,0.52,0.45,0.16,5,darkgoldenrod,120.0,interpolate,2,200,200,saddlebrown,draw_star,187.png
0.46,0.54,0.41,0.13,3,mediumorchid,0.0,interpolate,3,200,200,cadetblue,draw_star,188.png
0.52,0.54,0.37,0.22,5,violet,150.0,interpolate,2,200,200,palegreen,draw_star,189.png
0.45,0.51,0.39,0.1,7,darkturquoise,300.0,interpolate,3,200,200,hotpink,draw_star,190.png
0.55,0.45,0.39,0.1,3,aliceblue,300.0,interpolate,1,200,200,navajowhite,draw_star,191.png
0.51,0.47,0.35,0.2,4,plum,120.0,interpolate,2,200,200,dimgrey,draw_star,192.png
0.46,0.48,0.39,0.18,4,lavender,240.0,interpolate,3,200,200,brown,draw_star,193.png
0.5,0.52,0.43,0.14,3,magenta,30.0,interpolate,2,200,200,springgreen,draw_star,194.png
0.47,0.54,0.41,0.25,6,lavender,270.0,interpolate,2,200,200,midnightblue,draw_star,195.png
0.51,0.45,0.41,0.13,7,silver,210.0,interpolate,1,200,200,darkgreen,draw_star,196.png
0.46,0.53,0.35,0.14,3,oldlace,150.0,interpolate,3,200,200,white,draw_star,197.png
0.52,0.5,0.45,0.16,6,lightyellow,330.0,interpolate,1,200,200,snow,draw_star,198.png
0.46,0.53,0.45,0.22,7,papayawhip,150.0,interpolate,3,200,200,darkkhaki,draw_star,199.png
0.49,0.46,0.35,0.19,6,darkkhaki,30.0,interpolate,2,200,200,aqua,draw_star,200.png
0.46,0.46,0.41,0.13,3,lawngreen,120.0,interpolate,2,200,200,mediumpurple,draw_star,201.png
0.55,0.53,0.43,0.25,5,thistle,120.0,interpolate,2,200,200,cyan,draw_star,202.png
0.52,0.46,0.35,0.15,3,lime,300.0,interpolate,1,200,200,palegoldenrod,draw_star,203.png
0.47,0.49,0.45,0.18,4,lightsteelblue,300.0,interpolate,2,200,200,lightcyan,draw_star,204.png
0.52,0.54,0.37,0.13,6,olive,240.0,interpolate,2,200,200,olivedrab,draw_star,205.png
0.52,0.47,0.45,0.19,6,navajowhite,60.0,interpolate,2,200,200,linen,draw_star,206.png
0.49,0.55,0.39,0.1,7,rosybrown,90.0,interpolate,3,200,200,peru,draw_star,207.png
0.47,0.48,0.41,0.25,7,mediumspringgreen,60.0,interpolate,2,200,200,rosybrown,draw_star,208.png
0.53,0.52,0.41,0.12,4,navajowhite,90.0,interpolate,2,200,200,mediumorchid,draw_star,209.png
0.55,0.48,0.35,0.19,6,lavender,150.0,interpolate,3,200,200,mediumaquamarine,draw_star,210.png
0.52,0.51,0.39,0.25,7,blanchedalmond,180.0,interpolate,3,200,200,fuchsia,draw_star,211.png
0.5,0.47,0.35,0.13,3,lightcoral,270.0,interpolate,3,200,200,crimson,draw_star,212.png
0.52,0.47,0.43,0.12,4,pink,150.0,interpolate,1,200,200,cadetblue,draw_star,213.png
0.49,0.54,0.39,0.14,3,green,30.0,interpolate,3,200,200,seagreen,draw_star,214.png
0.54,0.48,0.37,0.13,6,honeydew,120.0,interpolate,3,200,200,darkorange,draw_star,215.png
0.49,0.48,0.41,0.16,5,aliceblue,30.0,interpolate,1,200,200,lavender,draw_star,216.png
0.55,0.51,0.45,0.1,3,lightgreen,180.0,interpolate,2,200,200,floralwhite,draw_star,217.png
0.46,0.5,0.39,0.1,3,mediumturquoise,210.0,interpolate,2,200,200,mediumseagreen,draw_star,218.png
0.49,0.54,0.43,0.1,4,blanchedalmond,180.0,interpolate,2,200,200,lightslategray,draw_star,219.png
0.45,0.5,0.39,0.22,6,darksalmon,270.0,interpolate,3,200,200,seashell,draw_star,220.png
0.49,0.53,0.35,0.15,3,papayawhip,330.0,interpolate,1,200,200,lavenderblush,draw_star,221.png
0.55,0.52,0.43,0.22,6,lavender,210.0,interpolate,2,200,200,gray,draw_star,222.png
0.5,0.53,0.45,0.14,3,slategrey,240.0,interpolate,1,200,200,midnightblue,draw_star,223.png
0.48,0.48,0.35,0.14,4,darkorchid,120.0,interpolate,2,200,200,paleturquoise,draw_star,224.png
0.5,0.52,0.41,0.11,3,darkkhaki,150.0,interpolate,1,200,200,steelblue,draw_star,225.png
0.54,0.46,0.39,0.22,5,dodgerblue,330.0,interpolate,3,200,200,floralwhite,draw_star,226.png
0.49,0.45,0.37,0.16,6,moccasin,90.0,interpolate,2,200,200,slateblue,draw_star,227.png
0.48,0.47,0.45,0.16,4,lightcoral,330.0,interpolate,3,200,200,whitesmoke,draw_star,228.png
0.47,0.55,0.45,0.19,7,midnightblue,90.0,interpolate,1,200,200,whitesmoke,draw_star,229.png
0.45,0.49,0.41,0.18,4,mediumvioletred,270.0,interpolate,2,200,200,crimson,draw_star,230.png
0.46,0.49,0.39,0.25,7,palevioletred,180.0,interpolate,2,200,200,grey,draw_star,231.png
0.51,0.5,0.37,0.12,3,darksalmon,0.0,interpolate,3,200,200,peru,draw_star,232.png
0.53,0.52,0.39,0.19,7,peru,30.0,interpolate,3,200,200,royalblue,draw_star,233.png
0.45,0.52,0.35,0.13,7,darksalmon,300.0,interpolate,2,200,200,beige,draw_star,234.png
0.52,0.47,0.35,0.19,5,moccasin,30.0,interpolate,1,200,200,hotpink,draw_star,235.png
0.54,0.45,0.45,0.1,7,mistyrose,330.0,interpolate,3,200,200,orchid,draw_star,236.png
0.52,0.5,0.43,0.25,6,cornsilk,0.0,interpolate,1,200,200,papayawhip,draw_star,237.png
0.47,0.52,0.37,0.25,5,gainsboro,180.0,interpolate,2,200,200,lightslategrey,draw_star,238.png
0.47,0.52,0.37,0.22,6,turquoise,120.0,interpolate,1,200,200,darkorchid,draw_star,239.png
0.53,0.52,0.37,0.16,5,magenta,120.0,interpolate,1,200,200,indigo,draw_star,240.png
0.52,0.53,0.39,0.1,4,hotpink,210.0,interpolate,1,200,200,blanchedalmond,draw_star,241.png
0.47,0.45,0.41,0.12,4,darkgray,330.0,interpolate,2,200,200,floralwhite,draw_star,242.png
0.46,0.54,0.39,0.15,3,lightskyblue,270.0,interpolate,1,200,200,lavender,draw_star,243.png
0.45,0.51,0.39,0.16,6,springgreen,210.0,interpolate,3,200,200,rosybrown,draw_star,244.png
0.47,0.51,0.45,0.13,6,green,240.0,interpolate,1,200,200,mediumaquamarine,draw_star,245.png
0.52,0.49,0.43,0.13,5,tan,330.0,interpolate,2,200,200,ivory,draw_star,246.png
0.49,0.53,0.45,0.13,7,lightgrey,90.0,interpolate,3,200,200,darkslategray,draw_star,247.png
0.54,0.49,0.35,0.18,4,antiquewhite,330.0,interpolate,3,200,200,floralwhite,draw_star,248.png
0.52,0.46,0.41,0.22,6,beige,300.0,interpolate,3,200,200,moccasin,draw_star,249.png
0.54,0.45,0.39,0.13,3,papayawhip,60.0,interpolate,2,200,200,lawngreen,draw_star,250.png
0.49,0.49,0.35,0.16,6,peru,60.0,interpolate,3,200,200,darkgreen,draw_star,251.png
0.51,0.53,0.37,0.1,6,aquamarine,120.0,interpolate,1,200,200,rosybrown,draw_star,252.png
0.51,0.55,0.35,0.22,5,lime,90.0,interpolate,2,200,200,magenta,draw_star,253.png
0.46,0.45,0.41,0.12,3,indianred,150.0,interpolate,2,200,200,wheat,draw_star,254.png
0.51,0.5,0.43,0.2,4,rebeccapurple,60.0,interpolate,3,200,200,lightslategrey,draw_star,255.png
0.46,0.54,0.43,0.12,4,slategrey,240.0,interpolate,2,200,200,mediumslateblue,draw_star,256.png
0.49,0.46,0.41,0.16,5,aquamarine,270.0,interpolate,3,200,200,lavender,draw_star,257.png
0.45,0.52,0.45,0.1,7,snow,120.0,interpolate,3,200,200,mediumpurple,draw_star,258.png
0.48,0.51,0.45,0.1,5,dimgrey,120.0,interpolate,1,200,200,springgreen,draw_star,259.png
0.46,0.5,0.45,0.1,7,whitesmoke,180.0,interpolate,3,200,200,whitesmoke,draw_star,260.png
0.51,0.45,0.37,0.16,7,firebrick,180.0,interpolate,1,200,200,mintcream,draw_star,261.png
0.51,0.49,0.45,0.2,4,midnightblue,0.0,interpolate,3,200,200,lavender,draw_star,262.png
