x,y,width,height,skew,color,rotation_angle,outline,linewidth,image_width,image_height,background_color,plot_function,file_name
0.52,0.51,0.31,0.12,22.5,black,0.0,interpolate,1,200,200,white,draw_parallelogram,29.png
0.51,0.5,0.37,0.16,0.0,black,5.0,interpolate,1,200,200,white,draw_parallelogram,30.png
0.51,0.55,0.31,0.12,30.0,black,55.0,interpolate,3,200,200,white,draw_parallelogram,31.png
0.52,0.46,0.37,0.1,37.5,black,85.0,interpolate,3,200,200,white,draw_parallelogram,32.png
0.47,0.55,0.42,0.12,22.5,black,145.0,interpolate,3,200,200,white,draw_parallelogram,33.png
0.45,0.5,0.37,0.16,0.0,black,40.0,interpolate,2,200,200,white,draw_parallelogram,34.png
0.51,0.5,0.26,0.18,22.5,black,5.0,interpolate,2,200,200,white,draw_parallelogram,35.png
0.45,0.47,0.2,0.13,45.0,black,5.0,interpolate,1,200,200,white,draw_parallelogram,36.png
0.46,0.5,0.42,0.13,37.5,black,30.0,interpolate,3,200,200,white,draw_parallelogram,37.png
0.47,0.5,0.48,0.12,0.0,black,10.0,interpolate,3,200,200,white,draw_parallelogram,38.png
0.46,0.51,0.37,0.16,0.0,black,145.0,interpolate,2,200,200,white,draw_parallelogram,39.png
0.55,0.47,0.42,0.16,7.5,black,65.0,interpolate,3,200,200,white,draw_parallelogram,40.png
0.47,0.47,0.31,0.1,15.0,black,140.0,interpolate,3,200,200,white,draw_parallelogram,41.png
0.53,0.51,0.37,0.16,0.0,black,170.0,interpolate,1,200,200,white,draw_parallelogram,42.png
0.55,0.47,0.2,0.1,30.0,black,155.0,interpolate,2,200,200,white,draw_parallelogram,43.png
0.45,0.52,0.31,0.16,45.0,black,15.0,interpolate,2,200,200,white,draw_parallelogram,44.png
0.49,0.49,0.26,0.12,45.0,black,165.0,interpolate,3,200,200,white,draw_parallelogram,45.png
0.51,0.55,0.37,0.15,30.0,black,0.0,interpolate,2,200,200,white,draw_parallelogram,46.png
0.47,0.45,0.37,0.1,37.5,black,145.0,interpolate,3,200,200,white,draw_parallelogram,47.png
0.53,0.45,0.48,0.18,15.0,black,15.0,interpolate,2,200,200,white,draw_parallelogram,48.png
0.46,0.5,0.48,0.16,30.0,black,0.0,interpolate,3,200,200,white,draw_parallelogram,49.png
0.45,0.51,0.26,0.18,7.5,black,15.0,interpolate,1,200,200,white,draw_parallelogram,50.png
0.55,0.54,0.26,0.1,37.5,black,5.0,interpolate,3,200,200,white,draw_parallelogram,51.png
0.55,0.54,0.31,0.15,22.5,black,70.0,interpolate,3,200,200,white,draw_parallelogram,52.png
0.53,0.48,0.31,0.16,0.0,black,130.0,interpolate,2,200,200,white,draw_parallelogram,53.png
0.55,0.49,0.2,0.13,45.0,black,0.0,interpolate,3,200,200,white,draw_parallelogram,54.png
0.51,0.48,0.37,0.13,22.5,black,15.0,interpolate,2,200,200,white,draw_parallelogram,55.png
0.45,0.53,0.31,0.1,0.0,black,50.0,interpolate,3,200,200,white,draw_parallelogram,56.png
0.52,0.47,0.37,0.18,22.5,black,30.0,interpolate,3,200,200,white,draw_parallelogram,57.png
0.54,0.45,0.2,0.16,22.5,black,55.0,interpolate,1,200,200,white,draw_parallelogram,58.png
0.46,0.49,0.26,0.15,22.5,black,140.0,interpolate,3,200,200,white,draw_parallelogram,59.png
0.48,0.5,0.26,0.18,30.0,black,40.0,interpolate,1,200,200,white,draw_parallelogram,60.png
0.54,0.48,0.42,0.12,15.0,black,90.0,interpolate,1,200,200,white,draw_parallelogram,61.png
0.52,0.52,0.42,0.16,15.0,black,70.0,interpolate,1,200,200,white,draw_parallelogram,62.png
0.53,0.47,0.48,0.18,37.5,black,40.0,interpolate,2,200,200,white,draw_parallelogram,63.png
0.46,0.48,0.31,0.12,22.5,black,85.0,interpolate,1,200,200,white,draw_parallelogram,64.png
0.45,0.49,0.2,0.12,37.5,black,25.0,interpolate,2,200,200,white,draw_parallelogram,65.png
0.48,0.54,0.26,0.18,37.5,black,145.0,interpolate,2,200,200,white,draw_parallelogram,66.png
0.54,0.53,0.2,0.16,37.5,black,170.0,interpolate,1,200,200,white,draw_parallelogram,67.png
0.52,0.52,0.42,0.15,30.0,black,95.0,interpolate,1,200,200,white,draw_parallelogram,68.png
0.54,0.47,0.42,0.12,15.0,black,35.0,interpolate,3,200,200,white,draw_parallelogram,69.png
0.54,0.49,0.48,0.1,0.0,black,125.0,interpolate,3,200,200,white,draw_parallelogram,70.png
0.54,0.46,0.26,0.15,45.0,black,10.0,interpolate,3,200,200,white,draw_parallelogram,71.png
0.47,0.55,0.26,0.15,15.0,black,175.0,interpolate,1,200,200,white,draw_parallelogram,72.png
0.54,0.53,0.31,0.15,45.0,black,115.0,interpolate,1,200,200,white,draw_parallelogram,73.png
0.55,0.48,0.48,0.12,30.0,black,40.0,interpolate,1,200,200,white,draw_parallelogram,74.png
0.45,0.49,0.31,0.18,7.5,black,10.0,interpolate,2,200,200,white,draw_parallelogram,75.png
0.49,0.47,0.48,0.16,0.0,black,95.0,interpolate,1,200,200,white,draw_parallelogram,76.png
0.45,0.48,0.31,0.18,22.5,black,50.0,interpolate,3,200,200,white,draw_parallelogram,77.png
0.52,0.49,0.2,0.12,7.5,black,5.0,interpolate,1,200,200,white,draw_parallelogram,78.png
0.55,0.54,0.37,0.15,37.5,black,130.0,interpolate,3,200,200,white,draw_parallelogram,79.png
0.5,0.55,0.42,0.1,0.0,black,40.0,interpolate,3,200,200,white,draw_parallelogram,80.png
0.49,0.54,0.2,0.1,22.5,black,30.0,interpolate,1,200,200,white,draw_parallelogram,81.png
0.54,0.53,0.26,0.13,37.5,black,30.0,interpolate,2,200,200,white,draw_parallelogram,82.png
0.48,0.49,0.2,0.13,45.0,black,160.0,interpolate,3,200,200,white,draw_parallelogram,83.png
0.53,0.51,0.42,0.15,37.5,black,135.0,interpolate,1,200,200,white,draw_parallelogram,84.png
0.52,0.51,0.37,0.1,22.5,black,15.0,interpolate,1,200,200,white,draw_parallelogram,85.png
0.51,0.45,0.31,0.13,45.0,black,25.0,interpolate,3,200,200,white,draw_parallelogram,86.png
0.54,0.52,0.37,0.15,7.5,black,85.0,interpolate,1,200,200,white,draw_parallelogram,87.png
0.46,0.51,0.31,0.1,7.5,black,25.0,interpolate,3,200,200,white,draw_parallelogram,88.png
0.55,0.54,0.2,0.1,7.5,black,120.0,interpolate,3,200,200,white,draw_parallelogram,89.png
0.55,0.53,0.31,0.16,22.5,black,65.0,interpolate,3,200,200,white,draw_parallelogram,90.png
0.53,0.5,0.37,0.12,7.5,black,50.0,interpolate,2,200,200,white,draw_parallelogram,91.png
0.5,0.55,0.37,0.15,7.5,black,5.0,interpolate,2,200,200,white,draw_parallelogram,92.png
0.5,0.51,0.26,0.15,45.0,black,0.0,interpolate,2,200,200,white,draw_parallelogram,93.png
0.48,0.48,0.26,0.16,37.5,black,75.0,interpolate,3,200,200,white,draw_parallelogram,94.png
0.53,0.55,0.31,0.1,7.5,black,75.0,interpolate,2,200,200,white,draw_parallelogram,95.png
0.52,0.47,0.48,0.18,22.5,black,155.0,interpolate,3,200,200,white,draw_parallelogram,96.png
0.46,0.54,0.26,0.1,15.0,black,115.0,interpolate,2,200,200,white,draw_parallelogram,97.png
0.51,0.48,0.48,0.12,45.0,black,120.0,interpolate,1,200,200,white,draw_parallelogram,98.png
0.46,0.45,0.42,0.13,37.5,black,115.0,interpolate,3,200,200,white,draw_parallelogram,99.png
0.55,0.48,0.31,0.13,30.0,black,170.0,interpolate,2,200,200,white,draw_parallelogram,100.png
0.47,0.47,0.26,0.13,15.0,black,135.0,interpolate,1,200,200,white,draw_parallelogram,101.png
0.49,0.51,0.48,0.15,15.0,black,0.0,interpolate,3,200,200,white,draw_parallelogram,102.png
0.54,0.53,0.2,0.12,22.5,black,140.0,interpolate,3,200,200,white,draw_parallelogram,103.png
0.52,0.47,0.26,0.16,22.5,black,150.0,interpolate,3,200,200,white,draw_parallelogram,104.png
0.47,0.51,0.37,0.16,45.0,black,130.0,interpolate,3,200,200,white,draw_parallelogram,105.png
0.55,0.51,0.48,0.13,37.5,black,75.0,interpolate,3,200,200,white,draw_parallelogram,106.png
0.53,0.45,0.31,0.18,15.0,black,70.0,interpolate,1,200,200,white,draw_parallelogram,107.png
0.48,0.5,0.37,0.12,7.5,black,120.0,interpolate,3,200,200,white,draw_parallelogram,108.png
0.48,0.55,0.48,0.18,22.5,black,80.0,interpolate,2,200,200,white,draw_parallelogram,109.png
0.53,0.53,0.26,0.12,15.0,black,45.0,interpolate,3,200,200,white,draw_parallelogram,110.png
0.5,0.51,0.26,0.16,0.0,black,160.0,interpolate,1,200,200,white,draw_parallelogram,111.png
0.53,0.46,0.31,0.1,15.0,black,5.0,interpolate,2,200,200,white,draw_parallelogram,112.png
0.49,0.55,0.26,0.1,7.5,black,5.0,interpolate,1,200,200,white,draw_parallelogram,113.png
0.5,0.48,0.48,0.16,22.5,black,175.0,interpolate,3,200,200,white,draw_parallelogram,114.png
0.49,0.55,0.26,0.1,7.5,black,170.0,interpolate,1,200,200,white,draw_parallelogram,115.png
0.46,0.51,0.48,0.12,37.5,black,75.0,interpolate,3,200,200,white,draw_parallelogram,116.png
0.55,0.5,0.48,0.12,30.0,black,25.0,interpolate,3,200,200,white,draw_parallelogram,117.png
0.51,0.47,0.37,0.16,0.0,black,125.0,interpolate,1,200,200,white,draw_parallelogram,118.png
0.5,0.45,0.2,0.1,7.5,black,0.0,interpolate,1,200,200,white,draw_parallelogram,119.png
0.49,0.5,0.26,0.12,22.5,black,175.0,interpolate,2,200,200,white,draw_parallelogram,120.png
0.47,0.5,0.31,0.16,15.0,black,175.0,interpolate,3,200,200,white,draw_parallelogram,121.png
0.54,0.53,0.42,0.1,0.0,black,10.0,interpolate,2,200,200,white,draw_parallelogram,122.png
0.54,0.54,0.48,0.13,37.5,black,45.0,interpolate,2,200,200,white,draw_parallelogram,123.png
0.54,0.5,0.31,0.1,0.0,black,85.0,interpolate,3,200,200,white,draw_parallelogram,124.png
0.51,0.51,0.37,0.13,30.0,black,120.0,interpolate,3,200,200,white,draw_parallelogram,125.png
0.47,0.5,0.48,0.12,37.5,black,80.0,interpolate,3,200,200,white,draw_parallelogram,126.png
0.49,0.48,0.37,0.1,30.0,black,95.0,interpolate,2,200,200,white,draw_parallelogram,127.png
0.51,0.52,0.48,0.16,0.0,black,100.0,interpolate,3,200,200,white,draw_parallelogram,128.png
0.5,0.53,0.37,0.13,37.5,black,20.0,interpolate,3,200,200,white,draw_parallelogram,129.png
0.55,0.45,0.2,0.18,30.0,black,80.0,interpolate,2,200,200,white,draw_parallelogram,130.png
0.52,0.53,0.37,0.13,30.0,black,45.0,interpolate,3,200,200,white,draw_parallelogram,131.png
0.45,0.55,0.2,0.13,30.0,black,65.0,interpolate,3,200,200,white,draw_parallelogram,132.png
0.54,0.48,0.37,0.12,30.0,black,110.0,interpolate,2,200,200,white,draw_parallelogram,133.png
0.52,0.52,0.42,0.16,22.5,black,140.0,interpolate,3,200,200,white,draw_parallelogram,134.png
0.5,0.5,0.31,0.12,15.0,black,115.0,interpolate,2,200,200,white,draw_parallelogram,135.png
0.45,0.46,0.2,0.16,0.0,black,105.0,interpolate,2,200,200,white,draw_parallelogram,136.png
0.55,0.46,0.48,0.15,22.5,black,110.0,interpolate,2,200,200,white,draw_parallelogram,137.png
0.45,0.47,0.31,0.18,0.0,black,130.0,interpolate,2,200,200,white,draw_parallelogram,138.png
0.51,0.53,0.48,0.18,30.0,black,125.0,interpolate,1,200,200,white,draw_parallelogram,139.png
0.5,0.55,0.2,0.12,0.0,black,120.0,interpolate,2,200,200,white,draw_parallelogram,140.png
0.5,0.46,0.26,0.1,22.5,black,175.0,interpolate,3,200,200,white,draw_parallelogram,141.png
0.54,0.47,0.26,0.12,15.0,black,10.0,interpolate,1,200,200,white,draw_parallelogram,142.png
0.47,0.53,0.31,0.13,15.0,black,155.0,interpolate,2,200,200,white,draw_parallelogram,143.png
0.51,0.49,0.2,0.1,37.5,black,145.0,interpolate,1,200,200,white,draw_parallelogram,144.png
0.48,0.45,0.31,0.1,15.0,black,55.0,interpolate,2,200,200,white,draw_parallelogram,145.png
0.5,0.47,0.37,0.15,45.0,black,30.0,interpolate,3,200,200,white,draw_parallelogram,146.png
0.53,0.46,0.42,0.18,15.0,black,115.0,interpolate,3,200,200,white,draw_parallelogram,147.png
0.46,0.54,0.42,0.1,45.0,black,75.0,interpolate,1,200,200,white,draw_parallelogram,148.png
0.53,0.46,0.37,0.13,7.5,black,135.0,interpolate,3,200,200,white,draw_parallelogram,149.png
0.53,0.45,0.42,0.15,22.5,black,75.0,interpolate,3,200,200,white,draw_parallelogram,150.png
0.47,0.51,0.26,0.15,0.0,black,95.0,interpolate,1,200,200,white,draw_parallelogram,151.png
0.52,0.53,0.26,0.1,0.0,black,85.0,interpolate,1,200,200,white,draw_parallelogram,152.png
0.55,0.45,0.31,0.13,0.0,black,15.0,interpolate,3,200,200,white,draw_parallelogram,153.png
0.52,0.48,0.42,0.13,15.0,black,40.0,interpolate,2,200,200,white,draw_parallelogram,154.png
0.5,0.55,0.2,0.15,22.5,black,100.0,interpolate,2,200,200,white,draw_parallelogram,155.png
0.53,0.5,0.2,0.15,30.0,black,175.0,interpolate,2,200,200,white,draw_parallelogram,156.png
0.47,0.51,0.42,0.15,37.5,black,90.0,interpolate,1,200,200,white,draw_parallelogram,157.png
0.45,0.48,0.37,0.1,15.0,black,10.0,interpolate,1,200,200,white,draw_parallelogram,158.png
0.45,0.45,0.48,0.16,22.5,black,135.0,interpolate,1,200,200,white,draw_parallelogram,159.png
0.52,0.5,0.42,0.16,0.0,black,65.0,interpolate,3,200,200,white,draw_parallelogram,160.png
0.54,0.47,0.31,0.1,37.5,black,0.0,interpolate,2,200,200,white,draw_parallelogram,161.png
0.52,0.51,0.31,0.15,45.0,black,150.0,interpolate,2,200,200,white,draw_parallelogram,162.png
0.45,0.47,0.37,0.13,37.5,black,70.0,interpolate,3,200,200,white,draw_parallelogram,163.png
0.47,0.5,0.26,0.15,22.5,black,35.0,interpolate,3,200,200,white,draw_parallelogram,164.png
0.55,0.5,0.37,0.15,22.5,black,20.0,interpolate,1,200,200,white,draw_parallelogram,165.png
0.54,0.51,0.48,0.15,22.5,black,105.0,interpolate,3,200,200,white,draw_parallelogram,166.png
0.52,0.51,0.48,0.16,37.5,black,0.0,interpolate,1,200,200,white,draw_parallelogram,167.png
0.52,0.54,0.31,0.15,45.0,black,110.0,interpolate,1,200,200,white,draw_parallelogram,168.png
0.47,0.46,0.2,0.18,22.5,black,175.0,interpolate,1,200,200,white,draw_parallelogram,169.png
0.5,0.54,0.31,0.12,45.0,black,115.0,interpolate,1,200,200,white,draw_parallelogram,170.png
0.53,0.52,0.2,0.1,37.5,black,95.0,interpolate,3,200,200,white,draw_parallelogram,171.png
0.45,0.52,0.37,0.16,7.5,black,0.0,interpolate,2,200,200,white,draw_parallelogram,172.png
0.53,0.52,0.31,0.13,15.0,black,20.0,interpolate,1,200,200,white,draw_parallelogram,173.png
0.46,0.51,0.37,0.15,0.0,black,65.0,interpolate,2,200,200,white,draw_parallelogram,174.png
0.45,0.49,0.42,0.15,30.0,black,155.0,interpolate,2,200,200,white,draw_parallelogram,175.png
0.53,0.45,0.26,0.15,0.0,black,135.0,interpolate,2,200,200,white,draw_parallelogram,176.png
0.54,0.48,0.42,0.12,15.0,black,135.0,interpolate,1,200,200,white,draw_parallelogram,177.png
0.53,0.5,0.48,0.18,37.5,black,35.0,interpolate,1,200,200,white,draw_parallelogram,178.png
0.45,0.51,0.31,0.12,45.0,black,100.0,interpolate,3,200,200,white,draw_parallelogram,179.png
0.53,0.47,0.26,0.13,45.0,black,155.0,interpolate,3,200,200,white,draw_parallelogram,180.png
0.45,0.48,0.42,0.16,7.5,black,10.0,interpolate,3,200,200,white,draw_parallelogram,181.png
0.53,0.48,0.37,0.16,30.0,black,105.0,interpolate,2,200,200,white,draw_parallelogram,182.png
0.53,0.52,0.2,0.18,37.5,black,145.0,interpolate,3,200,200,white,draw_parallelogram,183.png
0.45,0.55,0.37,0.18,37.5,black,10.0,interpolate,2,200,200,white,draw_parallelogram,184.png
0.54,0.49,0.31,0.16,7.5,black,55.0,interpolate,2,200,200,white,draw_parallelogram,185.png
0.55,0.51,0.42,0.1,22.5,black,160.0,interpolate,1,200,200,white,draw_parallelogram,186.png
0.53,0.54,0.31,0.13,7.5,black,170.0,interpolate,2,200,200,white,draw_parallelogram,187.png
0.5,0.5,0.26,0.1,0.0,black,0.0,interpolate,2,200,200,white,draw_parallelogram,188.png
0.55,0.46,0.26,0.13,30.0,black,110.0,interpolate,3,200,200,white,draw_parallelogram,189.png
0.47,0.5,0.26,0.12,7.5,black,170.0,interpolate,3,200,200,white,draw_parallelogram,190.png
0.49,0.48,0.37,0.16,30.0,black,35.0,interpolate,3,200,200,white,draw_parallelogram,191.png
0.48,0.45,0.42,0.18,0.0,black,170.0,interpolate,2,200,200,white,draw_parallelogram,192.png
0.47,0.45,0.31,0.1,22.5,black,60.0,interpolate,1,200,200,white,draw_parallelogram,193.png
0.46,0.52,0.37,0.1,15.0,black,30.0,interpolate,2,200,200,white,draw_parallelogram,194.png
0.52,0.53,0.37,0.16,0.0,black,155.0,interpolate,3,200,200,white,draw_parallelogram,195.png
0.5,0.46,0.37,0.12,45.0,black,10.0,interpolate,2,200,200,white,draw_parallelogram,196.png
0.48,0.55,0.26,0.16,0.0,black,100.0,interpolate,2,200,200,white,draw_parallelogram,197.png
0.51,0.54,0.37,0.18,45.0,black,140.0,interpolate,3,200,200,white,draw_parallelogram,198.png
0.55,0.54,0.2,0.16,37.5,black,160.0,interpolate,3,200,200,white,draw_parallelogram,199.png
0.48,0.51,0.37,0.1,37.5,black,25.0,interpolate,1,200,200,white,draw_parallelogram,200.png
0.52,0.55,0.37,0.15,37.5,black,25.0,interpolate,1,200,200,white,draw_parallelogram,201.png
0.5,0.53,0.42,0.13,15.0,black,55.0,interpolate,3,200,200,white,draw_parallelogram,202.png
0.46,0.54,0.2,0.15,30.0,black,65.0,interpolate,3,200,200,white,draw_parallelogram,203.png
0.45,0.53,0.48,0.1,22.5,black,105.0,interpolate,3,200,200,white,draw_parallelogram,204.png
0.45,0.48,0.2,0.12,37.5,black,80.0,interpolate,1,200,200,white,draw_parallelogram,205.png
0.53,0.54,0.2,0.16,22.5,black,145.0,interpolate,2,200,200,white,draw_parallelogram,206.png
0.55,0.54,0.26,0.16,22.5,black,65.0,interpolate,2,200,200,white,draw_parallelogram,207.png
0.47,0.45,0.42,0.12,45.0,black,130.0,interpolate,3,200,200,white,draw_parallelogram,208.png
0.55,0.47,0.2,0.13,45.0,black,120.0,interpolate,2,200,200,white,draw_parallelogram,209.png
0.48,0.51,0.42,0.13,37.5,black,175.0,interpolate,2,200,200,white,draw_parallelogram,210.png
0.5,0.49,0.26,0.15,37.5,black,90.0,interpolate,3,200,200,white,draw_parallelogram,211.png
0.51,0.48,0.26,0.13,37.5,black,50.0,interpolate,2,200,200,white,draw_parallelogram,212.png
0.47,0.55,0.2,0.13,0.0,black,30.0,interpolate,2,200,200,white,draw_parallelogram,213.png
0.52,0.45,0.42,0.15,45.0,black,120.0,interpolate,2,200,200,white,draw_parallelogram,214.png
0.53,0.48,0.2,0.13,15.0,black,160.0,interpolate,2,200,200,white,draw_parallelogram,215.png
0.49,0.49,0.26,0.18,30.0,black,125.0,interpolate,3,200,200,white,draw_parallelogram,216.png
0.51,0.46,0.37,0.18,30.0,black,165.0,interpolate,2,200,200,white,draw_parallelogram,217.png
0.53,0.52,0.42,0.18,22.5,black,115.0,interpolate,2,200,200,white,draw_parallelogram,218.png
0.46,0.49,0.42,0.16,0.0,black,85.0,interpolate,2,200,200,white,draw_parallelogram,219.png
0.52,0.49,0.2,0.18,15.0,black,100.0,interpolate,3,200,200,white,draw_parallelogram,220.png
0.46,0.55,0.2,0.1,0.0,black,85.0,interpolate,1,200,200,white,draw_parallelogram,221.png
0.53,0.45,0.26,0.18,45.0,black,90.0,interpolate,1,200,200,white,draw_parallelogram,222.png
0.45,0.45,0.42,0.15,30.0,black,100.0,interpolate,1,200,200,white,draw_parallelogram,223.png
0.54,0.51,0.37,0.1,45.0,black,5.0,interpolate,3,200,200,white,draw_parallelogram,224.png
0.48,0.54,0.48,0.12,22.5,black,45.0,interpolate,2,200,200,white,draw_parallelogram,225.png
0.49,0.53,0.37,0.13,37.5,black,50.0,interpolate,1,200,200,white,draw_parallelogram,226.png
0.45,0.55,0.37,0.16,45.0,black,155.0,interpolate,2,200,200,white,draw_parallelogram,227.png
0.55,0.48,0.42,0.13,7.5,black,115.0,interpolate,3,200,200,white,draw_parallelogram,228.png
0.52,0.5,0.26,0.16,0.0,black,165.0,interpolate,3,200,200,white,draw_parallelogram,229.png
0.48,0.5,0.42,0.15,45.0,black,140.0,interpolate,2,200,200,white,draw_parallelogram,230.png
0.48,0.46,0.26,0.16,30.0,black,95.0,interpolate,2,200,200,white,draw_parallelogram,231.png
0.55,0.49,0.42,0.15,0.0,black,140.0,interpolate,3,200,200,white,draw_parallelogram,232.png
0.45,0.54,0.26,0.16,22.5,black,50.0,interpolate,3,200,200,white,draw_parallelogram,233.png
0.46,0.51,0.26,0.12,30.0,black,35.0,interpolate,1,200,200,white,draw_parallelogram,234.png
0.47,0.55,0.37,0.15,45.0,black,20.0,interpolate,1,200,200,white,draw_parallelogram,235.png
0.51,0.48,0.48,0.18,22.5,black,165.0,interpolate,3,200,200,white,draw_parallelogram,236.png
0.47,0.52,0.26,0.13,37.5,black,165.0,interpolate,2,200,200,white,draw_parallelogram,237.png
0.49,0.46,0.37,0.16,37.5,black,150.0,interpolate,2,200,200,white,draw_parallelogram,238.png
0.51,0.52,0.31,0.12,0.0,black,50.0,interpolate,2,200,200,white,draw_parallelogram,239.png
0.47,0.5,0.31,0.15,22.5,black,125.0,interpolate,1,200,200,white,draw_parallelogram,240.png
0.55,0.45,0.48,0.16,7.5,black,55.0,interpolate,1,200,200,white,draw_parallelogram,241.png
0.46,0.52,0.42,0.15,30.0,black,10.0,interpolate,3,200,200,white,draw_parallelogram,242.png
0.45,0.53,0.37,0.15,7.5,black,130.0,interpolate,2,200,200,white,draw_parallelogram,243.png
0.49,0.45,0.37,0.18,45.0,black,105.0,interpolate,1,200,200,white,draw_parallelogram,244.png
0.53,0.51,0.31,0.1,0.0,black,80.0,interpolate,2,200,200,white,draw_parallelogram,245.png
0.49,0.47,0.31,0.16,15.0,black,60.0,interpolate,1,200,200,white,draw_parallelogram,246.png
0.54,0.55,0.37,0.1,45.0,black,170.0,interpolate,3,200,200,white,draw_parallelogram,247.png
0.54,0.45,0.31,0.16,15.0,black,95.0,interpolate,2,200,200,white,draw_parallelogram,248.png
0.47,0.54,0.26,0.15,30.0,black,70.0,interpolate,3,200,200,white,draw_parallelogram,249.png
0.52,0.48,0.48,0.15,22.5,black,30.0,interpolate,3,200,200,white,draw_parallelogram,250.png
0.5,0.55,0.37,0.13,22.5,black,25.0,interpolate,1,200,200,white,draw_parallelogram,251.png
0.45,0.52,0.31,0.12,0.0,black,95.0,interpolate,2,200,200,white,draw_parallelogram,252.png
0.5,0.49,0.2,0.1,45.0,black,135.0,interpolate,3,200,200,white,draw_parallelogram,253.png
0.53,0.51,0.26,0.12,30.0,black,120.0,interpolate,1,200,200,white,draw_parallelogram,254.png
0.46,0.49,0.42,0.16,45.0,black,120.0,interpolate,3,200,200,white,draw_parallelogram,255.png
0.52,0.49,0.42,0.15,37.5,black,65.0,interpolate,2,200,200,white,draw_parallelogram,256.png
0.55,0.45,0.2,0.13,37.5,black,40.0,interpolate,2,200,200,white,draw_parallelogram,257.png
0.48,0.54,0.48,0.12,22.5,black,45.0,interpolate,1,200,200,white,draw_parallelogram,258.png
0.47,0.45,0.42,0.1,37.5,black,85.0,interpolate,1,200,200,white,draw_parallelogram,259.png
0.5,0.55,0.26,0.15,45.0,black,85.0,interpolate,2,200,200,white,draw_parallelogram,260.png
0.53,0.49,0.31,0.1,37.5,black,60.0,interpolate,3,200,200,white,draw_parallelogram,261.png
0.55,0.52,0.37,0.16,37.5,black,125.0,interpolate,1,200,200,white,draw_parallelogram,262.png
0.51,0.52,0.31,0.1,0.0,black,55.0,interpolate,1,200,200,white,draw_parallelogram,263.png
0.48,0.54,0.37,0.12,7.5,black,5.0,interpolate,1,200,200,white,draw_parallelogram,264.png
0.53,0.55,0.48,0.18,37.5,black,80.0,interpolate,3,200,200,white,draw_parallelogram,265.png
0.48,0.55,0.42,0.1,0.0,black,85.0,interpolate,1,200,200,white,draw_parallelogram,266.png
