x,y,width,height,color,rotation_angle,outline,linewidth,image_width,image_height,background_color,plot_function,file_name
0.45,0.51,0.2,0.6,black,30.0,,0,64,64,white,draw_rectangle,39.png
0.49,0.52,0.1,0.6,black,150.0,,0,64,64,white,draw_rectangle,40.png
0.47,0.54,0.2,0.3,black,270.0,,0,64,64,white,draw_rectangle,41.png
0.55,0.49,0.4,0.3,black,330.0,,0,64,64,white,draw_rectangle,42.png
0.47,0.52,0.6,0.3,black,120.0,,0,64,64,white,draw_rectangle,43.png
0.55,0.48,0.3,0.5,black,180.0,,0,64,64,white,draw_rectangle,44.png
0.49,0.49,0.3,0.5,black,300.0,,0,64,64,white,draw_rectangle,45.png
0.55,0.53,0.4,0.1,black,30.0,,0,64,64,white,draw_rectangle,46.png
0.5,0.5,0.5,0.7,black,90.0,,0,64,64,white,draw_rectangle,47.png
0.52,0.5,0.7,0.2,black,60.0,,0,64,64,white,draw_rectangle,48.png
0.55,0.51,0.7,0.7,black,210.0,,0,64,64,white,draw_rectangle,49.png
0.55,0.47,0.6,0.5,black,180.0,,0,64,64,white,draw_rectangle,50.png
0.49,0.53,0.3,0.2,black,90.0,,0,64,64,white,draw_rectangle,51.png
0.51,0.55,0.7,0.7,black,330.0,,0,64,64,white,draw_rectangle,52.png
0.52,0.54,0.7,0.5,black,210.0,,0,64,64,white,draw_rectangle,53.png
0.48,0.52,0.7,0.4,black,300.0,,0,64,64,white,draw_rectangle,54.png
0.52,0.51,0.1,0.7,black,240.0,,0,64,64,white,draw_rectangle,55.png
0.55,0.53,0.7,0.6,black,330.0,,0,64,64,white,draw_rectangle,56.png
0.48,0.5,0.6,0.7,black,120.0,,0,64,64,white,draw_rectangle,57.png
0.51,0.51,0.4,0.1,black,30.0,,0,64,64,white,draw_rectangle,58.png
0.51,0.52,0.5,0.7,black,300.0,,0,64,64,white,draw_rectangle,59.png
0.53,0.54,0.5,0.5,black,150.0,,0,64,64,white,draw_rectangle,60.png
0.54,0.54,0.3,0.3,black,180.0,,0,64,64,white,draw_rectangle,61.png
0.54,0.47,0.3,0.4,black,150.0,,0,64,64,white,draw_rectangle,62.png
0.48,0.52,0.2,0.5,black,270.0,,0,64,64,white,draw_rectangle,63.png
0.47,0.55,0.1,0.7,black,240.0,,0,64,64,white,draw_rectangle,64.png
0.55,0.51,0.5,0.1,black,210.0,,0,64,64,white,draw_rectangle,65.png
0.53,0.54,0.5,0.3,black,0.0,,0,64,64,white,draw_rectangle,66.png
0.52,0.45,0.3,0.6,black,240.0,,0,64,64,white,draw_rectangle,67.png
0.55,0.47,0.1,0.2,black,240.0,,0,64,64,white,draw_rectangle,68.png
0.47,0.45,0.7,0.4,black,210.0,,0,64,64,white,draw_rectangle,69.png
0.47,0.53,0.5,0.1,black,180.0,,0,64,64,white,draw_rectangle,70.png
0.51,0.53,0.7,0.1,black,30.0,,0,64,64,white,draw_rectangle,71.png
0.46,0.52,0.5,0.6,black,60.0,,0,64,64,white,draw_rectangle,72.png
0.49,0.45,0.6,0.3,black,120.0,,0,64,64,white,draw_rectangle,73.png
0.52,0.53,0.6,0.2,black,240.0,,0,64,64,white,draw_rectangle,74.png
0.52,0.47,0.5,0.2,black,90.0,,0,64,64,white,draw_rectangle,75.png
0.5,0.55,0.1,0.6,black,30.0,,0,64,64,white,draw_rectangle,76.png
0.5,0.45,0.4,0.2,black,330.0,,0,64,64,white,draw_rectangle,77.png
0.51,0.49,0.6,0.6,black,120.0,,0,64,64,white,draw_rectangle,78.png
0.48,0.55,0.6,0.2,black,180.0,,0,64,64,white,draw_rectangle,79.png
0.52,0.52,0.3,0.3,black,210.0,,0,64,64,white,draw_rectangle,80.png
0.54,0.49,0.5,0.7,black,330.0,,0,64,64,white,draw_rectangle,81.png
0.5,0.54,0.7,0.3,black,330.0,,0,64,64,white,draw_rectangle,82.png
0.51,0.47,0.5,0.5,black,150.0,,0,64,64,white,draw_rectangle,83.png
0.55,0.47,0.2,0.4,black,120.0,,0,64,64,white,draw_rectangle,84.png
0.49,0.51,0.7,0.6,black,240.0,,0,64,64,white,draw_rectangle,85.png
0.55,0.53,0.1,0.6,black,120.0,,0,64,64,white,draw_rectangle,86.png
0.48,0.52,0.7,0.6,black,30.0,,0,64,64,white,draw_rectangle,87.png
0.55,0.46,0.5,0.7,black,270.0,,0,64,64,white,draw_rectangle,88.png
0.51,0.45,0.3,0.4,black,270.0,,0,64,64,white,draw_rectangle,89.png
0.55,0.55,0.7,0.1,black,0.0,,0,64,64,white,draw_rectangle,90.png
0.45,0.5,0.7,0.1,black,300.0,,0,64,64,white,draw_rectangle,91.png
0.52,0.51,0.3,0.6,black,0.0,,0,64,64,white,draw_rectangle,92.png
0.53,0.52,0.3,0.6,black,120.0,,0,64,64,white,draw_rectangle,93.png
0.47,0.45,0.5,0.2,black,60.0,,0,64,64,white,draw_rectangle,94.png
0.54,0.55,0.5,0.5,black,240.0,,0,64,64,white,draw_rectangle,95.png
0.49,0.47,0.1,0.4,black,210.0,,0,64,64,white,draw_rectangle,96.png
0.51,0.46,0.6,0.1,black,300.0,,0,64,64,white,draw_rectangle,97.png
0.47,0.48,0.2,0.7,black,240.0,,0,64,64,white,draw_rectangle,98.png
0.47,0.51,0.3,0.7,black,300.0,,0,64,64,white,draw_rectangle,99.png
0.52,0.51,0.4,0.5,black,180.0,,0,64,64,white,draw_rectangle,100.png
0.54,0.53,0.3,0.6,black,210.0,,0,64,64,white,draw_rectangle,101.png
0.5,0.45,0.3,0.4,black,120.0,,0,64,64,white,draw_rectangle,102.png
0.46,0.47,0.1,0.2,black,30.0,,0,64,64,white,draw_rectangle,103.png
0.49,0.47,0.5,0.3,black,330.0,,0,64,64,white,draw_rectangle,104.png
0.51,0.48,0.7,0.4,black,300.0,,0,64,64,white,draw_rectangle,105.png
0.46,0.51,0.7,0.7,black,180.0,,0,64,64,white,draw_rectangle,106.png
0.51,0.55,0.3,0.4,black,120.0,,0,64,64,white,draw_rectangle,107.png
0.53,0.52,0.5,0.7,black,0.0,,0,64,64,white,draw_rectangle,108.png
0.48,0.54,0.7,0.6,black,300.0,,0,64,64,white,draw_rectangle,109.png
0.53,0.5,0.4,0.5,black,150.0,,0,64,64,white,draw_rectangle,110.png
0.55,0.54,0.1,0.5,black,210.0,,0,64,64,white,draw_rectangle,111.png
0.52,0.52,0.4,0.3,black,330.0,,0,64,64,white,draw_rectangle,112.png
0.46,0.54,0.7,0.2,black,0.0,,0,64,64,white,draw_rectangle,113.png
0.52,0.54,0.5,0.3,black,210.0,,0,64,64,white,draw_rectangle,114.png
0.45,0.45,0.1,0.7,black,300.0,,0,64,64,white,draw_rectangle,115.png
0.47,0.47,0.6,0.3,black,210.0,,0,64,64,white,draw_rectangle,116.png
0.47,0.52,0.5,0.1,black,180.0,,0,64,64,white,draw_rectangle,117.png
0.54,0.49,0.3,0.2,black,240.0,,0,64,64,white,draw_rectangle,118.png
0.54,0.54,0.4,0.1,black,300.0,,0,64,64,white,draw_rectangle,119.png
0.5,0.54,0.6,0.2,black,120.0,,0,64,64,white,draw_rectangle,120.png
0.54,0.51,0.5,0.2,black,90.0,,0,64,64,white,draw_rectangle,121.png
0.48,0.55,0.7,0.4,black,300.0,,0,64,64,white,draw_rectangle,122.png
0.51,0.54,0.5,0.4,black,180.0,,0,64,64,white,draw_rectangle,123.png
0.52,0.5,0.7,0.2,black,0.0,,0,64,64,white,draw_rectangle,124.png
0.47,0.45,0.3,0.4,black,120.0,,0,64,64,white,draw_rectangle,125.png
0.55,0.48,0.2,0.4,black,330.0,,0,64,64,white,draw_rectangle,126.png
0.46,0.49,0.5,0.4,black,0.0,,0,64,64,white,draw_rectangle,127.png
0.5,0.51,0.3,0.2,black,30.0,,0,64,64,white,draw_rectangle,128.png
0.5,0.5,0.1,0.1,black,150.0,,0,64,64,white,draw_rectangle,129.png
0.48,0.5,0.7,0.6,black,30.0,,0,64,64,white,draw_rectangle,130.png
0.55,0.53,0.2,0.4,black,0.0,,0,64,64,white,draw_rectangle,131.png
0.54,0.46,0.3,0.7,black,150.0,,0,64,64,white,draw_rectangle,132.png
0.54,0.47,0.5,0.3,black,210.0,,0,64,64,white,draw_rectangle,133.png
0.49,0.51,0.1,0.2,black,120.0,,0,64,64,white,draw_rectangle,134.png
0.52,0.55,0.1,0.3,black,30.0,,0,64,64,white,draw_rectangle,135.png
0.51,0.54,0.4,0.5,black,240.0,,0,64,64,white,draw_rectangle,136.png
0.55,0.45,0.2,0.6,black,330.0,,0,64,64,white,draw_rectangle,137.png
0.5,0.49,0.2,0.2,black,90.0,,0,64,64,white,draw_rectangle,138.png
0.49,0.49,0.3,0.4,black,60.0,,0,64,64,white,draw_rectangle,139.png
0.51,0.53,0.3,0.7,black,60.0,,0,64,64,white,draw_rectangle,140.png
0.55,0.51,0.2,0.5,black,120.0,,0,64,64,white,draw_rectangle,141.png
0.55,0.45,0.1,0.7,black,0.0,,0,64,64,white,draw_rectangle,142.png
0.47,0.46,0.6,0.6,black,180.0,,0,64,64,white,draw_rectangle,143.png
0.55,0.46,0.2,0.5,black,60.0,,0,64,64,white,draw_rectangle,144.png
0.46,0.51,0.1,0.1,black,60.0,,0,64,64,white,draw_rectangle,145.png
0.46,0.46,0.7,0.5,black,240.0,,0,64,64,white,draw_rectangle,146.png
0.46,0.46,0.4,0.3,black,0.0,,0,64,64,white,draw_rectangle,147.png
0.46,0.54,0.7,0.1,black,60.0,,0,64,64,white,draw_rectangle,148.png
0.45,0.5,0.4,0.6,black,270.0,,0,64,64,white,draw_rectangle,149.png
0.52,0.53,0.4,0.5,black,0.0,,0,64,64,white,draw_rectangle,150.png
0.49,0.45,0.3,0.2,black,0.0,,0,64,64,white,draw_rectangle,151.png
0.49,0.52,0.3,0.3,black,300.0,,0,64,64,white,draw_rectangle,152.png
0.5,0.49,0.7,0.1,black,120.0,,0,64,64,white,draw_rectangle,153.png
0.5,0.53,0.2,0.2,black,90.0,,0,64,64,white,draw_rectangle,154.png
0.47,0.53,0.2,0.7,black,60.0,,0,64,64,white,draw_rectangle,155.png
0.5,0.53,0.6,0.6,black,30.0,,0,64,64,white,draw_rectangle,156.png
0.53,0.47,0.1,0.1,black,210.0,,0,64,64,white,draw_rectangle,157.png
0.53,0.52,0.5,0.3,black,180.0,,0,64,64,white,draw_rectangle,158.png
0.54,0.54,0.4,0.7,black,300.0,,0,64,64,white,draw_rectangle,159.png
0.46,0.55,0.1,0.7,black,270.0,,0,64,64,white,draw_rectangle,160.png
0.47,0.5,0.4,0.4,black,300.0,,0,64,64,white,draw_rectangle,161.png
0.45,0.54,0.7,0.1,black,330.0,,0,64,64,white,draw_rectangle,162.png
0.55,0.54,0.6,0.5,black,90.0,,0,64,64,white,draw_rectangle,163.png
0.49,0.54,0.3,0.1,black,180.0,,0,64,64,white,draw_rectangle,164.png
0.53,0.55,0.1,0.7,black,60.0,,0,64,64,white,draw_rectangle,165.png
0.47,0.47,0.4,0.2,black,300.0,,0,64,64,white,draw_rectangle,166.png
0.54,0.5,0.1,0.4,black,120.0,,0,64,64,white,draw_rectangle,167.png
0.52,0.55,0.6,0.1,black,240.0,,0,64,64,white,draw_rectangle,168.png
0.46,0.51,0.5,0.7,black,150.0,,0,64,64,white,draw_rectangle,169.png
0.5,0.45,0.3,0.1,black,240.0,,0,64,64,white,draw_rectangle,170.png
0.52,0.49,0.2,0.7,black,120.0,,0,64,64,white,draw_rectangle,171.png
0.51,0.55,0.1,0.7,black,300.0,,0,64,64,white,draw_rectangle,172.png
0.47,0.54,0.7,0.7,black,0.0,,0,64,64,white,draw_rectangle,173.png
0.45,0.51,0.2,0.3,black,210.0,,0,64,64,white,draw_rectangle,174.png
0.46,0.5,0.4,0.4,black,300.0,,0,64,64,white,draw_rectangle,175.png
0.53,0.51,0.3,0.1,black,210.0,,0,64,64,white,draw_rectangle,176.png
0.52,0.51,0.4,0.1,black,210.0,,0,64,64,white,draw_rectangle,177.png
0.5,0.51,0.6,0.6,black,180.0,,0,64,64,white,draw_rectangle,178.png
0.54,0.54,0.1,0.5,black,120.0,,0,64,64,white,draw_rectangle,179.png
0.52,0.53,0.6,0.1,black,330.0,,0,64,64,white,draw_rectangle,180.png
0.53,0.46,0.7,0.3,black,330.0,,0,64,64,white,draw_rectangle,181.png
0.48,0.5,0.2,0.6,black,90.0,,0,64,64,white,draw_rectangle,182.png
0.48,0.54,0.7,0.6,black,240.0,,0,64,64,white,draw_rectangle,183.png
0.47,0.48,0.7,0.2,black,180.0,,0,64,64,white,draw_rectangle,184.png
0.46,0.5,0.7,0.6,black,150.0,,0,64,64,white,draw_rectangle,185.png
0.47,0.46,0.6,0.5,black,30.0,,0,64,64,white,draw_rectangle,186.png
0.51,0.48,0.3,0.5,black,150.0,,0,64,64,white,draw_rectangle,187.png
0.51,0.48,0.7,0.1,black,150.0,,0,64,64,white,draw_rectangle,188.png
0.54,0.52,0.1,0.1,black,120.0,,0,64,64,white,draw_rectangle,189.png
0.46,0.49,0.4,0.1,black,120.0,,0,64,64,white,draw_rectangle,190.png
0.46,0.51,0.3,0.4,black,330.0,,0,64,64,white,draw_rectangle,191.png
0.53,0.53,0.2,0.3,black,270.0,,0,64,64,white,draw_rectangle,192.png
0.52,0.51,0.5,0.2,black,180.0,,0,64,64,white,draw_rectangle,193.png
0.45,0.52,0.2,0.1,black,150.0,,0,64,64,white,draw_rectangle,194.png
0.53,0.49,0.7,0.3,black,30.0,,0,64,64,white,draw_rectangle,195.png
0.55,0.55,0.6,0.7,black,60.0,,0,64,64,white,draw_rectangle,196.png
0.5,0.45,0.3,0.6,black,60.0,,0,64,64,white,draw_rectangle,197.png
0.5,0.52,0.2,0.6,black,210.0,,0,64,64,white,draw_rectangle,198.png
0.51,0.51,0.5,0.5,black,120.0,,0,64,64,white,draw_rectangle,199.png
0.48,0.51,0.6,0.5,black,30.0,,0,64,64,white,draw_rectangle,200.png
0.53,0.53,0.7,0.6,black,300.0,,0,64,64,white,draw_rectangle,201.png
0.48,0.5,0.4,0.7,black,60.0,,0,64,64,white,draw_rectangle,202.png
0.5,0.49,0.4,0.7,black,0.0,,0,64,64,white,draw_rectangle,203.png
0.47,0.55,0.4,0.2,black,150.0,,0,64,64,white,draw_rectangle,204.png
0.5,0.46,0.3,0.4,black,60.0,,0,64,64,white,draw_rectangle,205.png
0.46,0.45,0.5,0.1,black,30.0,,0,64,64,white,draw_rectangle,206.png
0.55,0.48,0.4,0.5,black,30.0,,0,64,64,white,draw_rectangle,207.png
0.51,0.47,0.6,0.5,black,330.0,,0,64,64,white,draw_rectangle,208.png
0.52,0.52,0.2,0.5,black,120.0,,0,64,64,white,draw_rectangle,209.png
0.47,0.52,0.5,0.2,black,180.0,,0,64,64,white,draw_rectangle,210.png
0.55,0.49,0.5,0.3,black,30.0,,0,64,64,white,draw_rectangle,211.png
0.45,0.49,0.3,0.6,black,180.0,,0,64,64,white,draw_rectangle,212.png
0.5,0.48,0.4,0.5,black,300.0,,0,64,64,white,draw_rectangle,213.png
0.49,0.51,0.3,0.3,black,60.0,,0,64,64,white,draw_rectangle,214.png
0.48,0.52,0.3,0.5,black,270.0,,0,64,64,white,draw_rectangle,215.png
0.5,0.5,0.3,0.4,black,300.0,,0,64,64,white,draw_rectangle,216.png
0.52,0.49,0.7,0.5,black,60.0,,0,64,64,white,draw_rectangle,217.png
0.54,0.45,0.4,0.1,black,210.0,,0,64,64,white,draw_rectangle,218.png
0.47,0.49,0.5,0.7,black,0.0,,0,64,64,white,draw_rectangle,219.png
0.47,0.53,0.7,0.5,black,180.0,,0,64,64,white,draw_rectangle,220.png
0.53,0.46,0.1,0.5,black,120.0,,0,64,64,white,draw_rectangle,221.png
0.52,0.5,0.2,0.5,black,330.0,,0,64,64,white,draw_rectangle,222.png
0.45,0.51,0.4,0.4,black,0.0,,0,64,64,white,draw_rectangle,223.png
0.45,0.49,0.6,0.5,black,240.0,,0,64,64,white,draw_rectangle,224.png
0.48,0.51,0.7,0.7,black,0.0,,0,64,64,white,draw_rectangle,225.png
0.54,0.48,0.7,0.5,black,60.0,,0,64,64,white,draw_rectangle,226.png
0.53,0.52,0.4,0.4,black,30.0,,0,64,64,white,draw_rectangle,227.png
0.45,0.5,0.6,0.7,black,210.0,,0,64,64,white,draw_rectangle,228.png
0.48,0.49,0.7,0.5,black,0.0,,0,64,64,white,draw_rectangle,229.png
0.54,0.47,0.6,0.1,black,60.0,,0,64,64,white,draw_rectangle,230.png
0.55,0.49,0.2,0.1,black,300.0,,0,64,64,white,draw_rectangle,231.png
0.5,0.54,0.5,0.5,black,90.0,,0,64,64,white,draw_rectangle,232.png
0.51,0.51,0.2,0.6,black,300.0,,0,64,64,white,draw_rectangle,233.png
0.47,0.54,0.1,0.4,black,270.0,,0,64,64,white,draw_rectangle,234.png
0.49,0.51,0.6,0.7,black,30.0,,0,64,64,white,draw_rectangle,235.png
0.53,0.49,0.4,0.2,black,0.0,,0,64,64,white,draw_rectangle,236.png
0.48,0.53,0.6,0.1,black,270.0,,0,64,64,white,draw_rectangle,237.png
0.52,0.48,0.6,0.2,black,300.0,,0,64,64,white,draw_rectangle,238.png
0.48,0.49,0.3,0.4,black,150.0,,0,64,64,white,draw_rectangle,239.png
0.53,0.5,0.6,0.2,black,30.0,,0,64,64,white,draw_rectangle,240.png
0.51,0.45,0.3,0.7,black,60.0,,0,64,64,white,draw_rectangle,241.png
0.53,0.52,0.2,0.5,black,90.0,,0,64,64,white,draw_rectangle,242.png
0.54,0.54,0.6,0.5,black,60.0,,0,64,64,white,draw_rectangle,243.png
0.46,0.48,0.5,0.4,black,270.0,,0,64,64,white,draw_rectangle,244.png
0.48,0.48,0.2,0.5,black,330.0,,0,64,64,white,draw_rectangle,245.png
0.45,0.55,0.2,0.3,black,180.0,,0,64,64,white,draw_rectangle,246.png
0.46,0.48,0.3,0.3,black,330.0,,0,64,64,white,draw_rectangle,247.png
0.52,0.46,0.2,0.4,black,150.0,,0,64,64,white,draw_rectangle,248.png
0.47,0.55,0.4,0.5,black,30.0,,0,64,64,white,draw_rectangle,249.png
0.54,0.54,0.4,0.2,black,270.0,,0,64,64,white,draw_rectangle,250.png
0.51,0.51,0.3,0.2,black,270.0,,0,64,64,white,draw_rectangle,251.png
0.49,0.45,0.7,0.4,black,270.0,,0,64,64,white,draw_rectangle,252.png
0.48,0.47,0.6,0.7,black,210.0,,0,64,64,white,draw_rectangle,253.png
0.47,0.48,0.6,0.2,black,0.0,,0,64,64,white,draw_rectangle,254.png
0.48,0.46,0.7,0.4,black,150.0,,0,64,64,white,draw_rectangle,255.png
0.53,0.53,0.4,0.2,black,150.0,,0,64,64,white,draw_rectangle,256.png
0.55,0.49,0.3,0.4,black,330.0,,0,64,64,white,draw_rectangle,257.png
0.46,0.49,0.1,0.6,black,90.0,,0,64,64,white,draw_rectangle,258.png
0.45,0.48,0.3,0.1,black,60.0,,0,64,64,white,draw_rectangle,259.png
0.5,0.46,0.6,0.7,black,300.0,,0,64,64,white,draw_rectangle,260.png
0.54,0.54,0.3,0.7,black,270.0,,0,64,64,white,draw_rectangle,261.png
0.45,0.5,0.2,0.1,black,120.0,,0,64,64,white,draw_rectangle,262.png
0.47,0.53,0.2,0.3,black,210.0,,0,64,64,white,draw_rectangle,263.png
0.45,0.48,0.3,0.2,black,120.0,,0,64,64,white,draw_rectangle,264.png
0.47,0.5,0.3,0.5,black,0.0,,0,64,64,white,draw_rectangle,265.png
0.52,0.54,0.1,0.1,black,180.0,,0,64,64,white,draw_rectangle,266.png
0.55,0.5,0.4,0.3,black,180.0,,0,64,64,white,draw_rectangle,267.png
0.45,0.52,0.3,0.6,black,270.0,,0,64,64,white,draw_rectangle,268.png
0.47,0.52,0.3,0.2,black,60.0,,0,64,64,white,draw_rectangle,269.png
0.49,0.51,0.3,0.7,black,240.0,,0,64,64,white,draw_rectangle,270.png
0.53,0.48,0.4,0.3,black,60.0,,0,64,64,white,draw_rectangle,271.png
0.5,0.49,0.6,0.2,black,210.0,,0,64,64,white,draw_rectangle,272.png
0.51,0.55,0.1,0.6,black,150.0,,0,64,64,white,draw_rectangle,273.png
0.51,0.46,0.7,0.5,black,90.0,,0,64,64,white,draw_rectangle,274.png
0.5,0.45,0.5,0.7,black,330.0,,0,64,64,white,draw_rectangle,275.png
0.46,0.53,0.3,0.4,black,330.0,,0,64,64,white,draw_rectangle,276.png
0.48,0.48,0.1,0.2,black,30.0,,0,64,64,white,draw_rectangle,277.png
0.49,0.47,0.1,0.5,black,120.0,,0,64,64,white,draw_rectangle,278.png
0.54,0.54,0.2,0.6,black,0.0,,0,64,64,white,draw_rectangle,279.png
0.49,0.46,0.5,0.2,black,60.0,,0,64,64,white,draw_rectangle,280.png
0.55,0.49,0.1,0.3,black,210.0,,0,64,64,white,draw_rectangle,281.png
0.48,0.51,0.5,0.3,black,60.0,,0,64,64,white,draw_rectangle,282.png
0.46,0.45,0.6,0.1,black,150.0,,0,64,64,white,draw_rectangle,283.png
0.53,0.46,0.2,0.7,black,0.0,,0,64,64,white,draw_rectangle,284.png
0.46,0.55,0.7,0.2,black,120.0,,0,64,64,white,draw_rectangle,285.png
0.47,0.45,0.7,0.1,black,0.0,,0,64,64,white,draw_rectangle,286.png
0.53,0.46,0.6,0.1,black,180.0,,0,64,64,white,draw_rectangle,287.png
0.49,0.5,0.3,0.7,black,180.0,,0,64,64,white,draw_rectangle,288.png
0.52,0.51,0.3,0.6,black,240.0,,0,64,64,white,draw_rectangle,289.png
0.46,0.48,0.6,0.7,black,210.0,,0,64,64,white,draw_rectangle,290.png
0.54,0.52,0.3,0.1,black,30.0,,0,64,64,white,draw_rectangle,291.png
0.45,0.53,0.5,0.2,black,240.0,,0,64,64,white,draw_rectangle,292.png
0.47,0.46,0.7,0.6,black,30.0,,0,64,64,white,draw_rectangle,293.png
0.54,0.52,0.6,0.1,black,330.0,,0,64,64,white,draw_rectangle,294.png
0.45,0.53,0.2,0.2,black,210.0,,0,64,64,white,draw_rectangle,295.png
0.54,0.46,0.6,0.4,black,240.0,,0,64,64,white,draw_rectangle,296.png
0.5,0.53,0.1,0.6,black,120.0,,0,64,64,white,draw_rectangle,297.png
0.55,0.49,0.6,0.3,black,210.0,,0,64,64,white,draw_rectangle,298.png
0.47,0.55,0.4,0.2,black,180.0,,0,64,64,white,draw_rectangle,299.png
0.53,0.46,0.7,0.5,black,330.0,,0,64,64,white,draw_rectangle,300.png
0.53,0.46,0.4,0.3,black,270.0,,0,64,64,white,draw_rectangle,301.png
0.49,0.52,0.4,0.7,black,90.0,,0,64,64,white,draw_rectangle,302.png
0.45,0.46,0.7,0.3,black,330.0,,0,64,64,white,draw_rectangle,303.png
0.45,0.54,0.7,0.2,black,120.0,,0,64,64,white,draw_rectangle,304.png
0.54,0.49,0.7,0.1,black,150.0,,0,64,64,white,draw_rectangle,305.png
0.47,0.54,0.2,0.1,black,30.0,,0,64,64,white,draw_rectangle,306.png
0.51,0.5,0.4,0.4,black,180.0,,0,64,64,white,draw_rectangle,307.png
0.46,0.45,0.7,0.4,black,30.0,,0,64,64,white,draw_rectangle,308.png
0.51,0.49,0.3,0.7,black,300.0,,0,64,64,white,draw_rectangle,309.png
0.47,0.51,0.5,0.4,black,90.0,,0,64,64,white,draw_rectangle,310.png
0.5,0.46,0.4,0.1,black,0.0,,0,64,64,white,draw_rectangle,311.png
0.53,0.46,0.5,0.6,black,180.0,,0,64,64,white,draw_rectangle,312.png
0.46,0.46,0.5,0.5,black,90.0,,0,64,64,white,draw_rectangle,313.png
0.53,0.52,0.3,0.7,black,300.0,,0,64,64,white,draw_rectangle,314.png
0.49,0.46,0.3,0.1,black,330.0,,0,64,64,white,draw_rectangle,315.png
0.49,0.48,0.7,0.4,black,30.0,,0,64,64,white,draw_rectangle,316.png
0.49,0.53,0.7,0.4,black,90.0,,0,64,64,white,draw_rectangle,317.png
0.45,0.52,0.5,0.1,black,330.0,,0,64,64,white,draw_rectangle,318.png
0.5,0.55,0.2,0.3,black,330.0,,0,64,64,white,draw_rectangle,319.png
0.45,0.51,0.6,0.4,black,0.0,,0,64,64,white,draw_rectangle,320.png
0.47,0.55,0.5,0.5,black,0.0,,0,64,64,white,draw_rectangle,321.png
0.53,0.52,0.4,0.4,black,270.0,,0,64,64,white,draw_rectangle,322.png
